method,depth,train_data,complexity_penalty,timeout,test_data,time,train_r2,test_r2,leaves,terminal_calls
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,enb-cool,0.1,1000,enb-cool,0.026627,0.8024310688076812,0.8024310688076921,2,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,enb-heat,0.0001,1000,enb-heat,1.0326,0.9801249889988386,0.9801249889988392,16,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,enb-heat,0.001,1000,enb-heat,1.19677,0.9795073902102004,0.979507390210201,15,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,enb-heat,0.01,1000,enb-heat,1.70437,0.9347720831215964,0.9347720831216006,6,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,enb-heat,0.1,1000,enb-heat,0.044679,0.7910865510662002,0.791086551066186,2,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,optical,0.0001,1000,optical,0.293564,0.9999948376753924,0.9999948376753924,10,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,optical,0.001,1000,optical,0.646425,0.9986471340156254,0.9986471340156254,7,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,optical,0.01,1000,optical,1.06811,0.9877548356075356,0.9877548356075356,4,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,optical,0.1,1000,optical,0.382566,0.9590972926078478,0.959097292607848,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,real-estate,0.0001,1000,real-estate,6.88351,0.8125883234099879,0.8125883234099877,16,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,real-estate,0.001,1000,real-estate,6.92127,0.8125883234099879,0.8125883234099877,16,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,real-estate,0.01,1000,real-estate,7.43307,0.7717510021616741,0.7717510021616765,10,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,real-estate,0.1,1000,real-estate,3.25043,0.4929752304735941,0.4929752304735973,2,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,seoul-bike,0.0001,1000,seoul-bike,233.399,0.688445933173343,0.688445933173343,16,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,seoul-bike,0.001,1000,seoul-bike,231.88,0.6876783652833711,0.6876783652833711,15,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,seoul-bike,0.01,1000,seoul-bike,211.537,0.664268934593667,0.664268934593667,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,seoul-bike,0.1,1000,seoul-bike,169.639,0.4093946528919427,0.4093946528919427,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,servo,0.0001,1000,servo,0.080851,0.9537628779474072,0.953762877947408,16,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,servo,0.001,1000,servo,0.088625,0.9523492797121696,0.9523492797121704,14,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,servo,0.01,1000,servo,0.108757,0.9332377650709376,0.9332377650709388,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,servo,0.1,1000,servo,0.093959,0.6946273475190754,0.6946273475190754,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,sync,0.0001,1000,sync,0.100594,0.9888658634973062,0.9888658634973236,15,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,sync,0.001,1000,sync,0.114663,0.9872909468744084,0.987290946874406,11,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,sync,0.01,1000,sync,0.236312,0.9640804453564344,0.9640804453564124,6,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,sync,0.1,1000,sync,0.028026,0.8738662414823013,0.8738662414822637,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,yacht,0.0001,1000,yacht,0.401314,0.9960590657024184,0.9960590657024182,16,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,yacht,0.001,1000,yacht,0.598623,0.9934525322526804,0.9934525322526804,10,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,yacht,0.01,1000,yacht,0.774368,0.9771400833838018,0.977140083383802,5,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,4,yacht,0.1,1000,yacht,0.933488,0.911807464721562,0.911807464721562,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,airfoil,0.0001,1000,airfoil,0.097801,0.6461240777099806,0.6461240777100039,16,777
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,airfoil,0.001,1000,airfoil,0.093583,0.6461240777099806,0.6461240777100039,16,787
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,airfoil,0.01,1000,airfoil,0.09703,0.6431407083059058,0.6431407083059284,15,880
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,airfoil,0.1,1000,airfoil,0.075585,0.3530631207815587,0.3530631207810571,3,456
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,auction,0.0001,1000,auction,0.10069,0.9094685614295572,0.9094685614295552,13,350
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,auction,0.001,1000,auction,0.097718,0.9093043379032824,0.9093043379032802,12,314
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,auction,0.01,1000,auction,0.103605,0.9047046637442672,0.9047046637442652,8,326
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,auction,0.1,1000,auction,0.080925,0.8541215351512084,0.8541215351512066,4,151
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,auto_mpg,0.0001,1000,auto_mpg,0.081031,0.8881324390505644,0.8881324390505642,16,1224
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,auto_mpg,0.001,1000,auto_mpg,0.080815,0.8881324390505644,0.8881324390505642,16,1254
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,auto_mpg,0.01,1000,auto_mpg,0.082226,0.8386312970860548,0.8386312970860546,7,1263
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,auto_mpg,0.1,1000,auto_mpg,0.05702,0.6909387762311822,0.69093877623118,3,577
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,enb-cool,0.0001,1000,enb-cool,0.155434,0.9576080401667406,0.9576080401667384,16,950
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,enb-cool,0.001,1000,enb-cool,0.165493,0.9576080401667406,0.9576080401667384,16,1062
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,enb-cool,0.01,1000,enb-cool,0.156828,0.8966260727439687,0.8966260727439779,4,972
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,enb-cool,0.1,1000,enb-cool,0.012082,0.8024310688076812,0.8024310688076921,2,17
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,enb-heat,0.0001,1000,enb-heat,0.139514,0.9801249889988388,0.9801249889988394,16,584
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,enb-heat,0.001,1000,enb-heat,0.135611,0.9795073902102008,0.9795073902102012,15,741
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,enb-heat,0.01,1000,enb-heat,0.134974,0.9347720831215968,0.9347720831216004,6,825
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,enb-heat,0.1,1000,enb-heat,0.017409,0.7910865510662002,0.791086551066186,2,32
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,optical,0.0001,1000,optical,0.074928,0.9999948376753924,0.9999948376753924,10,192
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,optical,0.001,1000,optical,0.094513,0.9986471340156254,0.9986471340156254,7,412
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,optical,0.01,1000,optical,0.102701,0.9877548356075356,0.9877548356075356,4,452
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,optical,0.1,1000,optical,0.013153,0.9590972926078478,0.959097292607848,3,88
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,real-estate,0.0001,1000,real-estate,0.169916,0.8125883234099873,0.8125883234099878,16,2003
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,real-estate,0.001,1000,real-estate,0.15054,0.8125883234099873,0.8125883234099878,16,2033
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,real-estate,0.01,1000,real-estate,0.154984,0.7717510021616738,0.771751002161676,10,2149
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,real-estate,0.1,1000,real-estate,0.107984,0.4929752304735941,0.4929752304735973,2,969
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,seoul-bike,0.0001,1000,seoul-bike,2.69954,0.688445933173343,0.688445933173343,16,2327
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,seoul-bike,0.001,1000,seoul-bike,2.61429,0.6876783652833711,0.6876783652833711,15,2354
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,seoul-bike,0.01,1000,seoul-bike,3.12466,0.664268934593667,0.664268934593667,8,2316
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,seoul-bike,0.1,1000,seoul-bike,2.60105,0.4093946528919427,0.4093946528919427,3,1583
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,servo,0.0001,1000,servo,0.006987,0.953762877947407,0.953762877947408,16,127
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,servo,0.001,1000,servo,0.007396,0.9523492797121696,0.9523492797121704,14,131
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,servo,0.01,1000,servo,0.006723,0.9332377650709376,0.9332377650709388,8,127
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,servo,0.1,1000,servo,0.006261,0.6946273475190754,0.6946273475190754,3,88
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,sync,0.0001,1000,sync,0.015709,0.988865863497306,0.9888658634973246,15,308
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,sync,0.001,1000,sync,0.020487,0.9872909468744068,0.9872909468744046,11,407
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,sync,0.01,1000,sync,0.023741,0.9640804453564344,0.9640804453564124,6,485
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,sync,0.1,1000,sync,0.009113,0.873866241482295,0.8738662414822573,3,128
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,yacht,0.0001,1000,yacht,0.047695,0.9960590657024184,0.9960590657024184,16,342
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,yacht,0.001,1000,yacht,0.064145,0.9934525322526802,0.9934525322526804,10,532
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,yacht,0.01,1000,yacht,0.080194,0.9771400833838016,0.977140083383802,5,1003
streed_pwc_kmeans1_tasklb1_lb1_terminal1,4,yacht,0.1,1000,yacht,0.062673,0.911807464721562,0.911807464721562,3,691
streed_pwl,4,airfoil,0.0001,1000,airfoil,9.53324,0.916723034679454,0.916723034679454,15,0
streed_pwl,4,airfoil,0.001,1000,airfoil,8.5676,0.916723034679454,0.916723034679454,15,0
streed_pwl,4,airfoil,0.01,1000,airfoil,7.36407,0.8982135561033389,0.8982135561033389,11,0
streed_pwl,4,airfoil,0.1,1000,airfoil,3.62447,0.6603118803972834,0.6603118803972834,2,0
streed_pwl,4,auction,0.0001,1000,auction,9.82005,0.9625507515057604,0.9625507515057604,9,0
streed_pwl,4,auction,0.001,1000,auction,9.33157,0.9623877751576838,0.9623877751576838,8,0
streed_pwl,4,auction,0.01,1000,auction,8.49552,0.9574908979290444,0.9574908979290444,6,0
streed_pwl,4,auction,0.1,1000,auction,0.791402,0.8968614416488441,0.8968614416488441,3,0
streed_pwl,4,auto_mpg,0.0001,1000,auto_mpg,0.070783,0.9060084083170092,0.9060084083170092,5,0
streed_pwl,4,auto_mpg,0.001,1000,auto_mpg,0.080579,0.9060084083170092,0.9060084083170092,5,0
streed_pwl,4,auto_mpg,0.01,1000,auto_mpg,0.069581,0.9041320368375056,0.9041320368375056,4,0
streed_pwl,4,auto_mpg,0.1,1000,auto_mpg,0.001679,0.8214780181224833,0.8214780181224833,1,0
streed_pwl,4,enb-cool,0.0001,1000,enb-cool,385.784,0.9778698743653976,0.9778698743653976,8,0
streed_pwl,4,enb-cool,0.001,1000,enb-cool,346.312,0.976948005490534,0.976948005490534,6,0
streed_pwl,4,enb-cool,0.01,1000,enb-cool,608.651,0.967691925367757,0.967691925367757,3,0
streed_pwl,4,enb-cool,0.1,1000,enb-cool,0.626437,0.8877452464056113,0.8877452464056113,1,0
streed_pwl,4,enb-heat,0.0001,1000,enb-heat,627.625,0.9952499548991196,0.9952499548991196,7,0
streed_pwl,4,enb-heat,0.001,1000,enb-heat,546.48,0.9948808421328988,0.9948808421328988,6,0
streed_pwl,4,enb-heat,0.01,1000,enb-heat,107.699,0.9865240300303548,0.9865240300303548,3,0
streed_pwl,4,enb-heat,0.1,1000,enb-heat,0.015898,0.9161534246406696,0.9161534246406696,1,0
streed_pwl,4,optical,0.0001,1000,optical,3.16698,0.9095014115195872,0.9095014115195872,5,0
streed_pwl,4,optical,0.001,1000,optical,3.15248,0.9095014115195872,0.9095014115195872,5,0
streed_pwl,4,optical,0.01,1000,optical,3.2347,0.9095014115195872,0.9095014115195872,5,0
streed_pwl,4,optical,0.1,1000,optical,1.68657,0.8511957498913787,0.8511957498913787,3,0
streed_pwl,4,real-estate,0.0001,1000,real-estate,0.699284,0.757905635510967,0.757905635510967,6,0
streed_pwl,4,real-estate,0.001,1000,real-estate,0.702624,0.757905635510967,0.757905635510967,6,0
streed_pwl,4,real-estate,0.01,1000,real-estate,0.746502,0.757905635510967,0.757905635510967,6,0
streed_pwl,4,real-estate,0.1,1000,real-estate,0.438145,0.5823850445087455,0.5823850445087455,1,0
streed_pwl,4,seoul-bike,0.0001,1000,seoul-bike,1001.0,-1.0,-1.0,-1,-1
streed_pwl,4,seoul-bike,0.001,1000,seoul-bike,1001.0,-1.0,-1.0,-1,-1
streed_pwl,4,seoul-bike,0.01,1000,seoul-bike,1001.0,-1.0,-1.0,-1,-1
streed_pwl,4,seoul-bike,0.1,1000,seoul-bike,1001.0,-1.0,-1.0,-1,-1
streed_pwl,4,servo,0.0001,1000,servo,0.073136,0.8623102026475145,0.8623102026475145,5,0
streed_pwl,4,servo,0.001,1000,servo,0.067312,0.8623102026475145,0.8623102026475145,5,0
streed_pwl,4,servo,0.01,1000,servo,0.059318,0.8623102026475145,0.8623102026475145,5,0
streed_pwl,4,servo,0.1,1000,servo,0.068305,0.7094688491655374,0.7094688491655374,3,0
streed_pwl,4,sync,0.0001,1000,sync,0.000751,1.0,1.0,1,0
streed_pwl,4,sync,0.001,1000,sync,0.000745,1.0,1.0,1,0
streed_pwl,4,sync,0.01,1000,sync,0.000824,1.0,1.0,1,0
streed_pwl,4,sync,0.1,1000,sync,0.000749,1.0,1.0,1,0
streed_pwl,4,yacht,0.0001,1000,yacht,1.30255,0.9949186452404376,0.9949186452404376,4,0
streed_pwl,4,yacht,0.001,1000,yacht,1.22306,0.9945600353244606,0.9945600353244606,3,0
streed_pwl,4,yacht,0.01,1000,yacht,0.991827,0.986757864723431,0.986757864723431,2,0
streed_pwl,4,yacht,0.1,1000,yacht,0.46766,0.986757864723431,0.986757864723431,2,0
streed_pwsl_terminal0,4,airfoil,0.0001,1000,airfoil,3.81286,0.7865650835668713,0.7865650835668736,16,0
streed_pwsl_terminal0,4,airfoil,0.001,1000,airfoil,3.74646,0.7865650835668713,0.7865650835668736,16,0
streed_pwsl_terminal0,4,airfoil,0.01,1000,airfoil,2.75482,0.7609545154018074,0.7609545154018067,12,0
streed_pwsl_terminal0,4,airfoil,0.1,1000,airfoil,1.40581,0.5004251544420055,0.5004251544420015,3,0
streed_pwsl_terminal0,4,auction,0.0001,1000,auction,3.3518,0.962058151564158,0.9620581515641582,12,0
streed_pwsl_terminal0,4,auction,0.001,1000,auction,3.27764,0.962058151564158,0.9620581515641582,12,0
streed_pwsl_terminal0,4,auction,0.01,1000,auction,2.8095,0.9541611589450982,0.9541611589450982,7,0
streed_pwsl_terminal0,4,auction,0.1,1000,auction,0.219793,0.8621226557450561,0.8621226557450561,3,0
streed_pwsl_terminal0,4,auto_mpg,0.0001,1000,auto_mpg,2.09226,0.929075120772462,0.9290751207724584,16,0
streed_pwsl_terminal0,4,auto_mpg,0.001,1000,auto_mpg,2.10731,0.9281869278263504,0.9281869278263486,15,0
streed_pwsl_terminal0,4,auto_mpg,0.01,1000,auto_mpg,1.43931,0.8794466003624163,0.8794466003624165,5,0
streed_pwsl_terminal0,4,auto_mpg,0.1,1000,auto_mpg,0.053689,0.8180305937250658,0.8180305937250658,2,0
streed_pwsl_terminal0,4,enb-cool,0.0001,1000,enb-cool,5.25174,0.9778910662857212,0.9778910662857212,16,0
streed_pwsl_terminal0,4,enb-cool,0.001,1000,enb-cool,4.9311,0.9762068646879928,0.9762068646879928,12,0
streed_pwsl_terminal0,4,enb-cool,0.01,1000,enb-cool,1.78267,0.9457839921871876,0.9457839921871876,4,0
streed_pwsl_terminal0,4,enb-cool,0.1,1000,enb-cool,0.0026,0.9028214132496062,0.902821413249606,2,0
streed_pwsl_terminal0,4,enb-heat,0.0001,1000,enb-heat,5.3757,0.9976668581914058,0.9976668581914058,15,0
streed_pwsl_terminal0,4,enb-heat,0.001,1000,enb-heat,4.57739,0.9958766154383364,0.9958766154383364,10,0
streed_pwsl_terminal0,4,enb-heat,0.01,1000,enb-heat,2.46958,0.9653422826286884,0.9653422826286884,4,0
streed_pwsl_terminal0,4,enb-heat,0.1,1000,enb-heat,0.004574,0.9159954036387286,0.9159954036387286,2,0
streed_pwsl_terminal0,4,optical,0.0001,1000,optical,3.65644,0.9948701429095588,0.9948701429095588,2,0
streed_pwsl_terminal0,4,optical,0.001,1000,optical,3.48934,0.9948701429095588,0.9948701429095588,2,0
streed_pwsl_terminal0,4,optical,0.01,1000,optical,0.019865,0.9948701429095588,0.9948701429095588,2,0
streed_pwsl_terminal0,4,optical,0.1,1000,optical,0.021931,0.9948701429095588,0.9948701429095588,2,0
streed_pwsl_terminal0,4,real-estate,0.0001,1000,real-estate,11.7319,0.8519245505376827,0.8519245501617496,16,0
streed_pwsl_terminal0,4,real-estate,0.001,1000,real-estate,9.53818,0.8519245505376827,0.8519245501617496,16,0
streed_pwsl_terminal0,4,real-estate,0.01,1000,real-estate,8.73944,0.8250788490802577,0.8250788490922919,11,0
streed_pwsl_terminal0,4,real-estate,0.1,1000,real-estate,3.52093,0.5899926376939022,0.5899926376930253,2,0
streed_pwsl_terminal0,4,seoul-bike,0.0001,1000,seoul-bike,1001.0,-1.0,-1.0,-1,-1
streed_pwsl_terminal0,4,seoul-bike,0.001,1000,seoul-bike,742.15,0.7548160653264927,0.7548160653264927,15,0
streed_pwsl_terminal0,4,seoul-bike,0.01,1000,seoul-bike,719.996,0.7234481714919432,0.723448171491943,8,0
streed_pwsl_terminal0,4,seoul-bike,0.1,1000,seoul-bike,482.422,0.4624540399272003,0.4624540399272003,2,0
streed_pwsl_terminal0,4,servo,0.0001,1000,servo,0.115038,0.905028624491192,0.905028624491192,8,0
streed_pwsl_terminal0,4,servo,0.001,1000,servo,0.115481,0.905028624491192,0.905028624491192,8,0
streed_pwsl_terminal0,4,servo,0.01,1000,servo,0.102031,0.8921411551304811,0.8921411551304811,5,0
streed_pwsl_terminal0,4,servo,0.1,1000,servo,0.091594,0.7070836354836652,0.707083635483665,3,0
streed_pwsl_terminal0,4,sync,0.0001,1000,sync,0.001058,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal0,4,sync,0.001,1000,sync,0.001031,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal0,4,sync,0.01,1000,sync,0.001023,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal0,4,sync,0.1,1000,sync,0.000979,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal0,4,yacht,0.0001,1000,yacht,6.21727,0.9966977940432902,0.9966977940432902,10,0
streed_pwsl_terminal0,4,yacht,0.001,1000,yacht,3.55458,0.9945201120762068,0.9945201120762068,5,0
streed_pwsl_terminal0,4,yacht,0.01,1000,yacht,1.64919,0.9807875576412368,0.9807875576412368,2,0
streed_pwsl_terminal0,4,yacht,0.1,1000,yacht,0.013601,0.9807875576412368,0.9807875576412368,2,0
streed_pwsl_terminal1,4,airfoil,0.0001,1000,airfoil,0.130429,0.786565083566874,0.786565083566878,16,659
streed_pwsl_terminal1,4,airfoil,0.001,1000,airfoil,0.128306,0.786565083566874,0.786565083566878,16,676
streed_pwsl_terminal1,4,airfoil,0.01,1000,airfoil,0.138725,0.7609545154018027,0.7609545154018027,12,810
streed_pwsl_terminal1,4,airfoil,0.1,1000,airfoil,0.094425,0.5004251544419926,0.500425154441991,3,485
streed_pwsl_terminal1,4,auction,0.0001,1000,auction,0.085664,0.9620581515641582,0.9620581515641584,12,309
streed_pwsl_terminal1,4,auction,0.001,1000,auction,0.087687,0.9620581515641582,0.9620581515641584,12,298
streed_pwsl_terminal1,4,auction,0.01,1000,auction,0.092899,0.9541611589450982,0.9541611589450982,7,323
streed_pwsl_terminal1,4,auction,0.1,1000,auction,0.016578,0.8621226557450562,0.8621226557450562,3,43
streed_pwsl_terminal1,4,auto_mpg,0.0001,1000,auto_mpg,0.183496,0.9290751207724608,0.9290751207724572,16,1017
streed_pwsl_terminal1,4,auto_mpg,0.001,1000,auto_mpg,0.183547,0.9281869278263508,0.928186927826347,15,1095
streed_pwsl_terminal1,4,auto_mpg,0.01,1000,auto_mpg,0.175588,0.879446600362416,0.8794466003624162,5,1054
streed_pwsl_terminal1,4,auto_mpg,0.1,1000,auto_mpg,0.008794,0.8180305937250658,0.8180305937250658,2,29
