method,depth,train_data,complexity_penalty,timeout,test_data,time,train_r2,test_r2,leaves,terminal_calls
streed_pwsl_terminal1,4,enb-cool,0.0001,1000,enb-cool,0.240016,0.977891066285721,0.977891066285721,16,598
streed_pwsl_terminal1,4,enb-cool,0.001,1000,enb-cool,0.263354,0.9762068646879928,0.9762068646879928,12,611
streed_pwsl_terminal1,4,enb-cool,0.01,1000,enb-cool,0.177637,0.9457839921871868,0.9457839921871868,4,456
streed_pwsl_terminal1,4,enb-cool,0.1,1000,enb-cool,0.002245,0.9028214132496062,0.902821413249606,2,1
streed_pwsl_terminal1,4,enb-heat,0.0001,1000,enb-heat,0.191855,0.997666858191408,0.997666858191408,15,435
streed_pwsl_terminal1,4,enb-heat,0.001,1000,enb-heat,0.168359,0.9958766154383364,0.9958766154383364,10,404
streed_pwsl_terminal1,4,enb-heat,0.01,1000,enb-heat,0.169236,0.9653422826286886,0.9653422826286886,4,394
streed_pwsl_terminal1,4,enb-heat,0.1,1000,enb-heat,0.003538,0.9159954036387286,0.9159954036387286,2,1
streed_pwsl_terminal1,4,optical,0.0001,1000,optical,0.101809,0.9948701429095588,0.9948701429095588,2,266
streed_pwsl_terminal1,4,optical,0.001,1000,optical,0.100683,0.9948701429095588,0.9948701429095588,2,265
streed_pwsl_terminal1,4,optical,0.01,1000,optical,0.006564,0.9948701429095588,0.9948701429095588,2,53
streed_pwsl_terminal1,4,optical,0.1,1000,optical,0.006181,0.9948701429095588,0.9948701429095588,2,53
streed_pwsl_terminal1,4,real-estate,0.0001,1000,real-estate,0.544781,0.8519245517489884,0.8519245514354182,16,1562
streed_pwsl_terminal1,4,real-estate,0.001,1000,real-estate,0.529501,0.8519245517489884,0.8519245514354182,16,1611
streed_pwsl_terminal1,4,real-estate,0.01,1000,real-estate,0.546505,0.8250788489578702,0.8250788489927057,11,1867
streed_pwsl_terminal1,4,real-estate,0.1,1000,real-estate,0.319445,0.5899926376939022,0.5899926376930253,2,1012
streed_pwsl_terminal1,4,seoul-bike,0.0001,1000,seoul-bike,7.67309,0.7554450805249961,0.7554450805249961,16,2318
streed_pwsl_terminal1,4,seoul-bike,0.001,1000,seoul-bike,6.6521,0.7548160653264927,0.754816065326493,15,2424
streed_pwsl_terminal1,4,seoul-bike,0.01,1000,seoul-bike,8.2871,0.7234481714919432,0.723448171491943,8,2626
streed_pwsl_terminal1,4,seoul-bike,0.1,1000,seoul-bike,5.03561,0.4624540399272003,0.4624540399272003,2,1812
streed_pwsl_terminal1,4,servo,0.0001,1000,servo,0.005587,0.9050286244911918,0.905028624491192,8,130
streed_pwsl_terminal1,4,servo,0.001,1000,servo,0.006037,0.9050286244911918,0.905028624491192,8,135
streed_pwsl_terminal1,4,servo,0.01,1000,servo,0.005553,0.8993387960035464,0.8993387960035464,6,116
streed_pwsl_terminal1,4,servo,0.1,1000,servo,0.005735,0.7070836354836652,0.707083635483665,3,106
streed_pwsl_terminal1,4,sync,0.0001,1000,sync,0.000997,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,4,sync,0.001,1000,sync,0.00103,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,4,sync,0.01,1000,sync,0.001017,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,4,sync,0.1,1000,sync,0.001005,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,4,yacht,0.0001,1000,yacht,0.287366,0.9966977940432898,0.9966977940432898,10,1251
streed_pwsl_terminal1,4,yacht,0.001,1000,yacht,0.316881,0.994520112076204,0.994520112076204,5,1337
streed_pwsl_terminal1,4,yacht,0.01,1000,yacht,0.167559,0.9807875576412368,0.9807875576412368,2,808
streed_pwsl_terminal1,4,yacht,0.1,1000,yacht,0.003133,0.9807875576412368,0.9807875576412368,2,38
