method,depth,train_data,complexity_penalty,timeout,test_data,time,train_r2,test_r2,leaves,terminal_calls
streed_pwsl_terminal1,5,enb-cool,0.001,1000,enb-cool,1.65832,0.9773245939977192,0.9773245939977192,13,5260
streed_pwsl_terminal1,5,enb-cool,0.01,1000,enb-cool,0.998017,0.9457839921871868,0.9457839921871868,4,2663
streed_pwsl_terminal1,5,enb-cool,0.1,1000,enb-cool,0.002261,0.9028214132496062,0.902821413249606,2,1
streed_pwsl_terminal1,5,enb-heat,0.0001,1000,enb-heat,1.29099,0.9978554165955024,0.9978554165955024,15,4334
streed_pwsl_terminal1,5,enb-heat,0.001,1000,enb-heat,1.13173,0.9958766154383364,0.9958766154383364,10,2980
streed_pwsl_terminal1,5,enb-heat,0.01,1000,enb-heat,0.883511,0.9653422826286884,0.9653422826286884,4,2396
streed_pwsl_terminal1,5,enb-heat,0.1,1000,enb-heat,0.003549,0.9159954036387286,0.9159954036387286,2,1
streed_pwsl_terminal1,5,optical,0.0001,1000,optical,0.553741,0.9948701429095588,0.9948701429095588,2,1838
streed_pwsl_terminal1,5,optical,0.001,1000,optical,0.514009,0.9948701429095588,0.9948701429095588,2,1790
streed_pwsl_terminal1,5,optical,0.01,1000,optical,0.00626,0.9948701429095588,0.9948701429095588,2,69
streed_pwsl_terminal1,5,optical,0.1,1000,optical,0.006172,0.9948701429095588,0.9948701429095588,2,69
streed_pwsl_terminal1,5,real-estate,0.0001,1000,real-estate,4.96036,0.9049779056570614,0.9049779056544304,30,19284
streed_pwsl_terminal1,5,real-estate,0.001,1000,real-estate,5.63043,0.9037378507781352,0.903737850813604,28,21851
streed_pwsl_terminal1,5,real-estate,0.01,1000,real-estate,6.11388,0.8369028824464547,0.8369028824752489,12,24139
streed_pwsl_terminal1,5,real-estate,0.1,1000,real-estate,1.93944,0.5899926376939022,0.5899926376930253,2,7741
streed_pwsl_terminal1,5,seoul-bike,0.0001,1000,seoul-bike,106.821,0.8101439521181605,0.8101439521181606,31,48914
streed_pwsl_terminal1,5,seoul-bike,0.001,1000,seoul-bike,115.82,0.8053604735833955,0.8053604735833955,23,53557
streed_pwsl_terminal1,5,seoul-bike,0.01,1000,seoul-bike,117.556,0.7578898432705017,0.7578898432705019,9,55687
streed_pwsl_terminal1,5,seoul-bike,0.1,1000,seoul-bike,70.965,0.4624540399272003,0.4624540399272003,2,28556
streed_pwsl_terminal1,5,servo,0.0001,1000,servo,0.022511,0.9317581580870226,0.9317581580870226,11,610
streed_pwsl_terminal1,5,servo,0.001,1000,servo,0.023678,0.9317581580870226,0.9317581580870226,11,637
streed_pwsl_terminal1,5,servo,0.01,1000,servo,0.020423,0.9205232142883654,0.9205232142883654,7,481
streed_pwsl_terminal1,5,servo,0.1,1000,servo,0.012022,0.7070836354836652,0.707083635483665,3,261
streed_pwsl_terminal1,5,sync,0.0001,1000,sync,0.001038,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,5,sync,0.001,1000,sync,0.001033,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,5,sync,0.01,1000,sync,0.001006,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,5,sync,0.1,1000,sync,0.001031,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal1,5,yacht,0.0001,1000,yacht,2.37906,0.9968027931322714,0.9968027931322714,11,12197
streed_pwsl_terminal1,5,yacht,0.001,1000,yacht,2.03769,0.994520112076204,0.994520112076204,5,10876
streed_pwsl_terminal1,5,yacht,0.01,1000,yacht,0.297596,0.9807875576412368,0.9807875576412368,2,1432
streed_pwsl_terminal1,5,yacht,0.1,1000,yacht,0.003099,0.9807875576412368,0.9807875576412368,2,38
