method,depth,train_data,complexity_penalty,timeout,test_data,time,train_r2,test_r2,leaves,terminal_calls
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,auto_mpg,0.01,1000,auto_mpg,0.209971,0.8364745501741152,0.8364745501741153,7,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,auto_mpg,0.1,1000,auto_mpg,0.159521,0.6909387762311829,0.6909387762311807,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,enb-cool,0.0001,1000,enb-cool,0.149206,0.9297754225265644,0.9297754225265632,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,enb-cool,0.001,1000,enb-cool,0.150081,0.9297754225265644,0.9297754225265632,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,enb-cool,0.01,1000,enb-cool,0.17051,0.8966260727439682,0.8966260727439783,4,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,enb-cool,0.1,1000,enb-cool,0.020456,0.8024310688076812,0.8024310688076921,2,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,enb-heat,0.0001,1000,enb-heat,0.109842,0.9493036189639532,0.9493036189639544,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,enb-heat,0.001,1000,enb-heat,0.117065,0.9493036189639532,0.9493036189639544,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,enb-heat,0.01,1000,enb-heat,0.148421,0.9429460840423072,0.9429460840423116,7,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,enb-heat,0.1,1000,enb-heat,0.029253,0.7910865510662002,0.791086551066186,2,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,optical,0.0001,1000,optical,0.063807,0.9993700674041596,0.9993700674041596,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,optical,0.001,1000,optical,0.076584,0.9986471340156254,0.9986471340156254,7,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,optical,0.01,1000,optical,0.158925,0.9877548356075356,0.9877548356075356,4,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,optical,0.1,1000,optical,0.234134,0.9590972926078478,0.959097292607848,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,real-estate,0.0001,1000,real-estate,0.399402,0.7419759703740221,0.7419759703740215,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,real-estate,0.001,1000,real-estate,0.35239,0.7419759703740221,0.7419759703740215,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,real-estate,0.01,1000,real-estate,0.42464,0.7419759703740221,0.7419759703740215,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,real-estate,0.1,1000,real-estate,0.296723,0.4929752304735941,0.4929752304735973,2,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,seoul-bike,0.0001,1000,seoul-bike,11.7027,0.5817367236345432,0.5817367236345432,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,seoul-bike,0.001,1000,seoul-bike,12.0379,0.5817367236345432,0.5817367236345432,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,seoul-bike,0.01,1000,seoul-bike,11.6324,0.5787319888045457,0.5787319888045457,7,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,seoul-bike,0.1,1000,seoul-bike,10.589,0.4093946528919427,0.4093946528919427,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,servo,0.0001,1000,servo,0.014961,0.8893191210791699,0.8893191210791699,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,servo,0.001,1000,servo,0.014434,0.8893191210791699,0.8893191210791699,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,servo,0.01,1000,servo,0.014408,0.8793184126411562,0.8793184126411564,5,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,servo,0.1,1000,servo,0.012318,0.6946273475190754,0.6946273475190754,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,sync,0.0001,1000,sync,0.012378,0.9802348626773948,0.9802348626773698,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,sync,0.001,1000,sync,0.013736,0.9802348626773948,0.9802348626773698,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,sync,0.01,1000,sync,0.024328,0.9640804453564344,0.9640804453564124,6,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,sync,0.1,1000,sync,0.015171,0.8738662414823013,0.8738662414822637,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,yacht,0.0001,1000,yacht,0.077568,0.9908075050205932,0.9908075050205932,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,yacht,0.001,1000,yacht,0.075255,0.9908075050205932,0.9908075050205932,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,yacht,0.01,1000,yacht,0.065883,0.9771400833838018,0.977140083383802,5,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,3,yacht,0.1,1000,yacht,0.151745,0.911807464721562,0.911807464721562,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,airfoil,0.0001,1000,airfoil,0.008436,0.5150824580469113,0.5150824580468203,8,44
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,airfoil,0.001,1000,airfoil,0.008455,0.5150824580469113,0.5150824580468203,8,44
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,airfoil,0.01,1000,airfoil,0.008344,0.5150824580469113,0.5150824580468203,8,45
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,airfoil,0.1,1000,airfoil,0.008168,0.3530631207815587,0.3530631207810571,3,34
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,auction,0.0001,1000,auction,0.010857,0.8741854390470101,0.8741854390470085,8,24
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,auction,0.001,1000,auction,0.011028,0.8741854390470101,0.8741854390470085,8,23
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,auction,0.01,1000,auction,0.010138,0.8541215351512084,0.8541215351512066,4,23
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,auction,0.1,1000,auction,0.009911,0.8541215351512084,0.8541215351512066,4,19
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,auto_mpg,0.0001,1000,auto_mpg,0.00487,0.8444017847126387,0.8444017847126386,8,51
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,auto_mpg,0.001,1000,auto_mpg,0.004881,0.8444017847126387,0.8444017847126386,8,50
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,auto_mpg,0.01,1000,auto_mpg,0.0046,0.8364745501741155,0.8364745501741155,7,50
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,auto_mpg,0.1,1000,auto_mpg,0.00431,0.6909387762311822,0.69093877623118,3,37
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,enb-cool,0.0001,1000,enb-cool,0.010174,0.9297754225265648,0.9297754225265632,8,44
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,enb-cool,0.001,1000,enb-cool,0.009583,0.9297754225265648,0.9297754225265632,8,44
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,enb-cool,0.01,1000,enb-cool,0.010232,0.8966260727439687,0.8966260727439779,4,49
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,enb-cool,0.1,1000,enb-cool,0.007703,0.8024310688076812,0.8024310688076921,2,10
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,enb-heat,0.0001,1000,enb-heat,0.009019,0.9493036189639537,0.9493036189639544,8,37
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,enb-heat,0.001,1000,enb-heat,0.009035,0.9493036189639537,0.9493036189639544,8,37
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,enb-heat,0.01,1000,enb-heat,0.009579,0.9429460840423076,0.9429460840423112,7,42
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,enb-heat,0.1,1000,enb-heat,0.007728,0.7910865510662002,0.791086551066186,2,13
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,optical,0.0001,1000,optical,0.007914,0.9993700674041596,0.9993700674041596,8,25
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,optical,0.001,1000,optical,0.00829,0.9986471340156254,0.9986471340156254,7,30
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,optical,0.01,1000,optical,0.00851,0.9877548356075356,0.9877548356075356,4,42
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,optical,0.1,1000,optical,0.008799,0.9590972926078478,0.959097292607848,3,45
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,real-estate,0.0001,1000,real-estate,0.007131,0.7419759703740215,0.7419759703740229,8,64
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,real-estate,0.001,1000,real-estate,0.007273,0.7419759703740215,0.7419759703740229,8,64
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,real-estate,0.01,1000,real-estate,0.007309,0.7419759703740215,0.7419759703740229,8,65
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,real-estate,0.1,1000,real-estate,0.006625,0.4929752304735941,0.4929752304735973,2,47
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,seoul-bike,0.0001,1000,seoul-bike,0.12316,0.5817367236345432,0.5817367236345432,8,67
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,seoul-bike,0.001,1000,seoul-bike,0.143006,0.5817367236345432,0.5817367236345432,8,67
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,seoul-bike,0.01,1000,seoul-bike,0.127638,0.5787319888045457,0.5787319888045457,7,67
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,seoul-bike,0.1,1000,seoul-bike,0.123848,0.4093946528919427,0.4093946528919427,3,55
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,servo,0.0001,1000,servo,0.001176,0.8893191210791699,0.8893191210791699,8,16
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,servo,0.001,1000,servo,0.001167,0.8893191210791699,0.8893191210791699,8,16
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,servo,0.01,1000,servo,0.001151,0.8793184126411562,0.8793184126411564,5,16
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,servo,0.1,1000,servo,0.0011,0.6946273475190754,0.6946273475190754,3,15
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,sync,0.0001,1000,sync,0.002086,0.9802348626773932,0.9802348626773714,8,22
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,sync,0.001,1000,sync,0.002091,0.9802348626773932,0.9802348626773714,8,22
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,sync,0.01,1000,sync,0.002688,0.9640804453564344,0.9640804453564124,6,37
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,sync,0.1,1000,sync,0.002353,0.873866241482295,0.8738662414822573,3,23
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,yacht,0.0001,1000,yacht,0.004771,0.9908075050205932,0.9908075050205932,8,46
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,yacht,0.001,1000,yacht,0.004858,0.9908075050205932,0.9908075050205932,8,50
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,yacht,0.01,1000,yacht,0.004662,0.9771400833838016,0.977140083383802,5,51
streed_pwc_kmeans1_tasklb1_lb1_terminal1,3,yacht,0.1,1000,yacht,0.004669,0.911807464721562,0.911807464721562,3,48
streed_pwl,3,airfoil,0.0001,1000,airfoil,0.721743,0.8603544665153767,0.8603544665153767,8,0
streed_pwl,3,airfoil,0.001,1000,airfoil,0.758214,0.8603544665153767,0.8603544665153767,8,0
streed_pwl,3,airfoil,0.01,1000,airfoil,0.781577,0.8510437461162434,0.8510437461162434,7,0
streed_pwl,3,airfoil,0.1,1000,airfoil,0.468688,0.6603118803972834,0.6603118803972834,2,0
streed_pwl,3,auction,0.0001,1000,auction,0.853749,0.9380967618170736,0.9380967618170736,6,0
streed_pwl,3,auction,0.001,1000,auction,0.832464,0.9379337854689968,0.9379337854689968,5,0
streed_pwl,3,auction,0.01,1000,auction,0.855298,0.9379337854689968,0.9379337854689968,5,0
streed_pwl,3,auction,0.1,1000,auction,0.708433,0.8968614416488441,0.8968614416488441,3,0
streed_pwl,3,auto_mpg,0.0001,1000,auto_mpg,0.063842,0.9060084083170092,0.9060084083170092,5,0
streed_pwl,3,auto_mpg,0.001,1000,auto_mpg,0.065872,0.9060084083170092,0.9060084083170092,5,0
streed_pwl,3,auto_mpg,0.01,1000,auto_mpg,0.064943,0.9041320368375056,0.9041320368375056,4,0
streed_pwl,3,auto_mpg,0.1,1000,auto_mpg,0.001679,0.8214780181224833,0.8214780181224833,1,0
streed_pwl,3,enb-cool,0.0001,1000,enb-cool,117.673,0.9725325911005228,0.9725325911005228,7,0
streed_pwl,3,enb-cool,0.001,1000,enb-cool,127.195,0.9714354383273376,0.9714354383273376,5,0
streed_pwl,3,enb-cool,0.01,1000,enb-cool,119.612,0.967691925367757,0.967691925367757,3,0
streed_pwl,3,enb-cool,0.1,1000,enb-cool,0.607701,0.8877452464056113,0.8877452464056113,1,0
streed_pwl,3,enb-heat,0.0001,1000,enb-heat,157.171,0.9950979401298784,0.9950979401298784,7,0
streed_pwl,3,enb-heat,0.001,1000,enb-heat,154.23,0.9948808421328988,0.9948808421328988,6,0
streed_pwl,3,enb-heat,0.01,1000,enb-heat,104.75,0.9865240300303548,0.9865240300303548,3,0
streed_pwl,3,enb-heat,0.1,1000,enb-heat,0.015101,0.9161534246406696,0.9161534246406696,1,0
streed_pwl,3,optical,0.0001,1000,optical,0.71704,0.8511957498913787,0.8511957498913787,3,0
streed_pwl,3,optical,0.001,1000,optical,0.725283,0.8511957498913787,0.8511957498913787,3,0
streed_pwl,3,optical,0.01,1000,optical,0.679584,0.8511957498913787,0.8511957498913787,3,0
streed_pwl,3,optical,0.1,1000,optical,0.617851,0.8511957498913787,0.8511957498913787,3,0
streed_pwl,3,real-estate,0.0001,1000,real-estate,0.251995,0.757905635510967,0.757905635510967,6,0
streed_pwl,3,real-estate,0.001,1000,real-estate,0.268584,0.757905635510967,0.757905635510967,6,0
streed_pwl,3,real-estate,0.01,1000,real-estate,0.266898,0.757905635510967,0.757905635510967,6,0
streed_pwl,3,real-estate,0.1,1000,real-estate,0.17507,0.5823850445087455,0.5823850445087455,1,0
streed_pwl,3,seoul-bike,0.0001,1000,seoul-bike,122.814,0.716582936602089,0.716582936602089,8,0
streed_pwl,3,seoul-bike,0.001,1000,seoul-bike,115.068,0.716582936602089,0.716582936602089,8,0
streed_pwl,3,seoul-bike,0.01,1000,seoul-bike,109.553,0.7142593031529406,0.7142593031529406,7,0
streed_pwl,3,seoul-bike,0.1,1000,seoul-bike,85.1154,0.5742796064426388,0.5742796064426388,2,0
streed_pwl,3,servo,0.0001,1000,servo,0.012827,0.805356867181329,0.805356867181329,4,0
streed_pwl,3,servo,0.001,1000,servo,0.013108,0.805356867181329,0.805356867181329,4,0
streed_pwl,3,servo,0.01,1000,servo,0.012637,0.805356867181329,0.805356867181329,4,0
streed_pwl,3,servo,0.1,1000,servo,0.011185,0.7094688491655374,0.7094688491655374,3,0
streed_pwl,3,sync,0.0001,1000,sync,0.000767,1.0,1.0,1,0
streed_pwl,3,sync,0.001,1000,sync,0.000761,1.0,1.0,1,0
streed_pwl,3,sync,0.01,1000,sync,0.000731,1.0,1.0,1,0
streed_pwl,3,sync,0.1,1000,sync,0.000877,1.0,1.0,1,0
streed_pwl,3,yacht,0.0001,1000,yacht,1.39899,0.9949186452404376,0.9949186452404376,4,0
streed_pwl,3,yacht,0.001,1000,yacht,1.25379,0.9945600353244606,0.9945600353244606,3,0
streed_pwl,3,yacht,0.01,1000,yacht,0.919901,0.986757864723431,0.986757864723431,2,0
streed_pwl,3,yacht,0.1,1000,yacht,0.489286,0.986757864723431,0.986757864723431,2,0
streed_pwsl_terminal0,3,airfoil,0.0001,1000,airfoil,0.235421,0.6847185421950892,0.6847185421950883,8,0
streed_pwsl_terminal0,3,airfoil,0.001,1000,airfoil,0.253168,0.6847185421950892,0.6847185421950883,8,0
streed_pwsl_terminal0,3,airfoil,0.01,1000,airfoil,0.238523,0.6847185421950892,0.6847185421950883,8,0
streed_pwsl_terminal0,3,airfoil,0.1,1000,airfoil,0.166545,0.5004251544420055,0.5004251544420015,3,0
streed_pwsl_terminal0,3,auction,0.0001,1000,auction,0.249971,0.9028131640215914,0.9028131640215916,6,0
streed_pwsl_terminal0,3,auction,0.001,1000,auction,0.250789,0.902610600653871,0.902610600653871,5,0
streed_pwsl_terminal0,3,auction,0.01,1000,auction,0.238997,0.902610600653871,0.902610600653871,5,0
streed_pwsl_terminal0,3,auction,0.1,1000,auction,0.197183,0.8621226557450561,0.8621226557450561,3,0
streed_pwsl_terminal0,3,auto_mpg,0.0001,1000,auto_mpg,0.15914,0.8988566671901083,0.8988566671901104,8,0
streed_pwsl_terminal0,3,auto_mpg,0.001,1000,auto_mpg,0.157767,0.8988566671901083,0.8988566671901104,8,0
streed_pwsl_terminal0,3,auto_mpg,0.01,1000,auto_mpg,0.14792,0.8774835727430705,0.8774835727430704,5,0
streed_pwsl_terminal0,3,auto_mpg,0.1,1000,auto_mpg,0.056398,0.8180305937250658,0.8180305937250658,2,0
streed_pwsl_terminal0,3,enb-cool,0.0001,1000,enb-cool,0.326546,0.9671901734344808,0.9671901734344808,8,0
streed_pwsl_terminal0,3,enb-cool,0.001,1000,enb-cool,0.303452,0.9671901734344808,0.9671901734344808,8,0
streed_pwsl_terminal0,3,enb-cool,0.01,1000,enb-cool,0.220101,0.9457839921871876,0.9457839921871876,4,0
streed_pwsl_terminal0,3,enb-cool,0.1,1000,enb-cool,0.002607,0.9028214132496062,0.902821413249606,2,0
streed_pwsl_terminal0,3,enb-heat,0.0001,1000,enb-heat,0.310079,0.9890736237392708,0.9890736237392708,8,0
streed_pwsl_terminal0,3,enb-heat,0.001,1000,enb-heat,0.285718,0.9890736237392708,0.9890736237392708,8,0
streed_pwsl_terminal0,3,enb-heat,0.01,1000,enb-heat,0.249042,0.9653422826286884,0.9653422826286884,4,0
streed_pwsl_terminal0,3,enb-heat,0.1,1000,enb-heat,0.004428,0.9159954036387286,0.9159954036387286,2,0
streed_pwsl_terminal0,3,optical,0.0001,1000,optical,0.208222,0.9948701429095588,0.9948701429095588,2,0
streed_pwsl_terminal0,3,optical,0.001,1000,optical,0.200827,0.9948701429095588,0.9948701429095588,2,0
streed_pwsl_terminal0,3,optical,0.01,1000,optical,0.018158,0.9948701429095588,0.9948701429095588,2,0
streed_pwsl_terminal0,3,optical,0.1,1000,optical,0.018836,0.9948701429095588,0.9948701429095588,2,0
streed_pwsl_terminal0,3,real-estate,0.0001,1000,real-estate,0.500625,0.7832128377484711,0.7832128349548949,8,0
streed_pwsl_terminal0,3,real-estate,0.001,1000,real-estate,0.516012,0.7832128377484711,0.7832128349548949,8,0
streed_pwsl_terminal0,3,real-estate,0.01,1000,real-estate,0.502659,0.7832128377484711,0.7832128349548949,8,0
streed_pwsl_terminal0,3,real-estate,0.1,1000,real-estate,0.28733,0.5899926376939022,0.5899926376930253,2,0
streed_pwsl_terminal0,3,seoul-bike,0.0001,1000,seoul-bike,24.4012,0.6718123412208448,0.6718123412208445,8,0
streed_pwsl_terminal0,3,seoul-bike,0.001,1000,seoul-bike,22.7603,0.6718123412208448,0.6718123412208445,8,0
streed_pwsl_terminal0,3,seoul-bike,0.01,1000,seoul-bike,22.188,0.6640689754842595,0.6640689754842592,7,0
streed_pwsl_terminal0,3,seoul-bike,0.1,1000,seoul-bike,22.0519,0.4624540399272003,0.4624540399272003,2,0
streed_pwsl_terminal0,3,servo,0.0001,1000,servo,0.013229,0.8051558271788235,0.8051558271788236,6,0
streed_pwsl_terminal0,3,servo,0.001,1000,servo,0.013424,0.8051558271788235,0.8051558271788236,6,0
streed_pwsl_terminal0,3,servo,0.01,1000,servo,0.012727,0.7929166835797761,0.7929166835797761,4,0
streed_pwsl_terminal0,3,servo,0.1,1000,servo,0.010282,0.7070836354836652,0.707083635483665,3,0
streed_pwsl_terminal0,3,sync,0.0001,1000,sync,0.000953,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal0,3,sync,0.001,1000,sync,0.001031,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal0,3,sync,0.01,1000,sync,0.001121,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal0,3,sync,0.1,1000,sync,0.001032,1.0000000000000016,1.0000000000000002,1,0
streed_pwsl_terminal0,3,yacht,0.0001,1000,yacht,0.311297,0.9960374753000532,0.9960374753000532,8,0
streed_pwsl_terminal0,3,yacht,0.001,1000,yacht,0.281253,0.9945201120762068,0.9945201120762068,5,0
streed_pwsl_terminal0,3,yacht,0.01,1000,yacht,0.130152,0.9807875576412368,0.9807875576412368,2,0
streed_pwsl_terminal0,3,yacht,0.1,1000,yacht,0.013356,0.9807875576412368,0.9807875576412368,2,0
streed_pwsl_terminal1,3,airfoil,0.0001,1000,airfoil,0.012022,0.6847185421950963,0.6847185421950999,8,41
streed_pwsl_terminal1,3,airfoil,0.001,1000,airfoil,0.012619,0.6847185421950963,0.6847185421950999,8,41
streed_pwsl_terminal1,3,airfoil,0.01,1000,airfoil,0.012479,0.6847185421950963,0.6847185421950999,8,47
streed_pwsl_terminal1,3,airfoil,0.1,1000,airfoil,0.011847,0.5004251544419926,0.500425154441991,3,43
streed_pwsl_terminal1,3,auction,0.0001,1000,auction,0.014473,0.9028131640215912,0.9028131640215916,6,32
streed_pwsl_terminal1,3,auction,0.001,1000,auction,0.013839,0.902610600653871,0.902610600653871,5,32
streed_pwsl_terminal1,3,auction,0.01,1000,auction,0.014181,0.902610600653871,0.902610600653871,5,32
streed_pwsl_terminal1,3,auction,0.1,1000,auction,0.010916,0.8621226557450562,0.8621226557450562,3,20
streed_pwsl_terminal1,3,auto_mpg,0.0001,1000,auto_mpg,0.014036,0.8988566671901085,0.8988566671901106,8,54
streed_pwsl_terminal1,3,auto_mpg,0.001,1000,auto_mpg,0.014089,0.8988566671901085,0.8988566671901106,8,55
streed_pwsl_terminal1,3,auto_mpg,0.01,1000,auto_mpg,0.013702,0.877483572743071,0.8774835727430709,5,59
