method,depth,train_data,complexity_penalty,timeout,test_data,time,train_r2,test_r2,leaves,terminal_calls
osrt,2,airfoil,0.0001,1000,airfoil,0.396,0.3985722619135593,0.3985722619135593,4,-1
osrt,2,airfoil,0.001,1000,airfoil,0.252,0.3985722619135593,0.3985722619135593,4,-1
osrt,2,airfoil,0.01,1000,airfoil,0.16,0.3985722619135593,0.3985722619135593,4,-1
osrt,2,airfoil,0.1,1000,airfoil,0.114,0.3530631203726565,0.3530631203726565,3,-1
osrt,2,auction,0.0001,1000,auction,0.374,0.7311216362577408,0.7311216362577408,4,-1
osrt,2,auction,0.001,1000,auction,0.27,0.7311216362577408,0.7311216362577408,4,-1
osrt,2,auction,0.01,1000,auction,0.18,0.7278768276503402,0.7278768276503402,3,-1
osrt,2,auction,0.1,1000,auction,0.137,0.7278768276503402,0.7278768276503402,3,-1
osrt,2,auto_mpg,0.0001,1000,auto_mpg,0.131,0.7443207515760351,0.7443207515760351,4,-1
osrt,2,auto_mpg,0.001,1000,auto_mpg,0.093,0.7443207515760351,0.7443207515760351,4,-1
osrt,2,auto_mpg,0.01,1000,auto_mpg,0.066,0.7443207515760351,0.7443207515760351,4,-1
osrt,2,auto_mpg,0.1,1000,auto_mpg,0.046,0.6909387762006811,0.6909387762006811,3,-1
osrt,2,enb-cool,0.0001,1000,enb-cool,0.28,0.8966260726673014,0.8966260726673014,4,-1
osrt,2,enb-cool,0.001,1000,enb-cool,0.15,0.8966260726673014,0.8966260726673014,4,-1
osrt,2,enb-cool,0.01,1000,enb-cool,0.091,0.8966260726673014,0.8966260726673014,4,-1
osrt,2,enb-cool,0.1,1000,enb-cool,0.007,0.80243106876603,0.80243106876603,2,-1
osrt,2,enb-heat,0.0001,1000,enb-heat,0.232,0.904482617993296,0.904482617993296,4,-1
osrt,2,enb-heat,0.001,1000,enb-heat,0.137,0.904482617993296,0.904482617993296,4,-1
osrt,2,enb-heat,0.01,1000,enb-heat,0.083,0.904482617993296,0.904482617993296,4,-1
osrt,2,enb-heat,0.1,1000,enb-heat,0.007,0.7910865510651153,0.7910865510651153,2,-1
osrt,2,optical,0.0001,1000,optical,0.178,0.9877548355084178,0.9877548355084178,4,-1
osrt,2,optical,0.001,1000,optical,0.153,0.9877548355084178,0.9877548355084178,4,-1
osrt,2,optical,0.01,1000,optical,0.12,0.9877548355084178,0.9877548355084178,4,-1
osrt,2,optical,0.1,1000,optical,0.024,0.9590972925106248,0.9590972925106248,3,-1
osrt,2,real-estate,0.0001,1000,real-estate,0.235,0.6218190849096,0.6218190849096,4,-1
osrt,2,real-estate,0.001,1000,real-estate,0.17,0.6218190849096,0.6218190849096,4,-1
osrt,2,real-estate,0.01,1000,real-estate,0.122,0.6218190849096,0.6218190849096,4,-1
osrt,2,real-estate,0.1,1000,real-estate,0.072,0.4929752304464174,0.4929752304464174,2,-1
osrt,2,seoul-bike,0.0001,1000,seoul-bike,17.531,0.4343776163890354,0.4343776163890354,4,-1
osrt,2,seoul-bike,0.001,1000,seoul-bike,9.526,0.4343776163890354,0.4343776163890354,4,-1
osrt,2,seoul-bike,0.01,1000,seoul-bike,4.689,0.4343776163890354,0.4343776163890354,4,-1
osrt,2,seoul-bike,0.1,1000,seoul-bike,3.523,0.4093946527810551,0.4093946527810551,3,-1
osrt,2,servo,0.0001,1000,servo,0.016,0.6969149151957307,0.6969149151957307,4,-1
osrt,2,servo,0.001,1000,servo,0.012,0.6969149151957307,0.6969149151957307,4,-1
osrt,2,servo,0.01,1000,servo,0.009,0.6946273475096705,0.6946273475096705,3,-1
osrt,2,servo,0.1,1000,servo,0.007,0.6946273475096705,0.6946273475096705,3,-1
osrt,2,sync,0.0001,1000,sync,0.018,0.9251244686660663,0.9251244686660663,4,-1
osrt,2,sync,0.001,1000,sync,0.015,0.9251244686660663,0.9251244686660663,4,-1
osrt,2,sync,0.01,1000,sync,0.013,0.9251244686660663,0.9251244686660663,4,-1
osrt,2,sync,0.1,1000,sync,0.005,0.8738662414701384,0.8738662414701384,3,-1
osrt,2,yacht,0.0001,1000,yacht,0.112,0.9580123342545444,0.9580123342545444,4,-1
osrt,2,yacht,0.001,1000,yacht,0.081,0.9580123342545444,0.9580123342545444,4,-1
osrt,2,yacht,0.01,1000,yacht,0.065,0.9580123342545444,0.9580123342545444,4,-1
osrt,2,yacht,0.1,1000,yacht,0.011,0.911807464681475,0.911807464681475,3,-1
streed_pwc_kmeans1_tasklb1_lb1_terminal0,2,airfoil,0.0001,1000,airfoil,0.019653,0.3985722619721595,0.3985722619715277,4,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,2,airfoil,0.001,1000,airfoil,0.019651,0.3985722619721595,0.3985722619715277,4,0
