method,timeout,depth,train_data,test_data,complexity_penalty,time,train_r2,test_r2,leaves,terminal_calls
osrt,1000,7,airfoil,airfoil,0.0001,413.945,0.875912722,0.875912722,125,-1
osrt,1000,7,airfoil,airfoil,0.001,348.334,0.849848796,0.849848796,73,-1
osrt,1000,7,airfoil,airfoil,0.01,199.688,0.684146599,0.684146599,17,-1
osrt,1000,7,airfoil,airfoil,0.1,1.708,0.35306312,0.35306312,3,-1
osrt,1000,7,auction,auction,0.0001,305.51,0.988393374,0.988393374,41,-1
osrt,1000,7,auction,auction,0.001,279.744,0.977443176,0.977443176,18,-1
osrt,1000,7,auction,auction,0.01,163.811,0.930223109,0.930223109,8,-1
osrt,1000,7,auction,auction,0.1,4.513,0.854121535,0.854121535,4,-1
osrt,1000,7,auto_mpg,auto_mpg,0.0001,1001,-1,-1,-1,-1
osrt,1000,7,auto_mpg,auto_mpg,0.001,1001,-1,-1,-1,-1
osrt,1000,7,auto_mpg,auto_mpg,0.01,1001,-1,-1,-1,-1
osrt,1000,7,auto_mpg,auto_mpg,0.1,0.147,0.690938776,0.690938776,3,-1
osrt,1000,7,enb-cool,enb-cool,0.0001,1001,-1,-1,-1,-1
osrt,1000,7,enb-cool,enb-cool,0.001,956.171,0.973099588,0.973099588,26,-1
osrt,1000,7,enb-cool,enb-cool,0.01,28.85,0.896626073,0.896626073,4,-1
osrt,1000,7,enb-cool,enb-cool,0.1,0.008,0.802431069,0.802431069,2,-1
osrt,1000,7,enb-heat,enb-heat,0.0001,1001,-1,-1,-1,-1
osrt,1000,7,enb-heat,enb-heat,0.001,906.332,0.992483981,0.992483981,22,-1
osrt,1000,7,enb-heat,enb-heat,0.01,42.429,0.934772083,0.934772083,6,-1
osrt,1000,7,enb-heat,enb-heat,0.1,0.007,0.791086551,0.791086551,2,-1
osrt,1000,7,optical,optical,0.0001,68.726,0.999994838,0.999994838,10,-1
osrt,1000,7,optical,optical,0.001,67.95,0.998647134,0.998647134,7,-1
osrt,1000,7,optical,optical,0.01,34.541,0.987754836,0.987754836,4,-1
osrt,1000,7,optical,optical,0.1,0.024,0.959097293,0.959097293,3,-1
osrt,1000,7,real-estate,real-estate,0.0001,1001,-1,-1,-1,-1
osrt,1000,7,real-estate,real-estate,0.001,1001,-1,-1,-1,-1
osrt,1000,7,real-estate,real-estate,0.01,1001,-1,-1,-1,-1
osrt,1000,7,real-estate,real-estate,0.1,0.122,0.49297523,0.49297523,2,-1
osrt,1000,7,seoul-bike,seoul-bike,0.0001,1001,-1,-1,-1,-1
osrt,1000,7,seoul-bike,seoul-bike,0.001,1001,-1,-1,-1,-1
osrt,1000,7,seoul-bike,seoul-bike,0.01,1001,-1,-1,-1,-1
osrt,1000,7,seoul-bike,seoul-bike,0.1,1001,-1,-1,-1,-1
osrt,1000,7,servo,servo,0.0001,18.78,0.997387212,0.997387212,49,-1
osrt,1000,7,servo,servo,0.001,10.082,0.987769535,0.987769535,20,-1
osrt,1000,7,servo,servo,0.01,6.846,0.948951217,0.948951217,9,-1
osrt,1000,7,servo,servo,0.1,0.028,0.694627348,0.694627348,3,-1
osrt,1000,7,sync,sync,0.0001,11.259,0.990732431,0.990732431,28,-1
osrt,1000,7,sync,sync,0.001,10.052,0.987290947,0.987290947,11,-1
osrt,1000,7,sync,sync,0.01,4.04,0.964080445,0.964080445,6,-1
osrt,1000,7,sync,sync,0.1,0.005,0.873866241,0.873866241,3,-1
osrt,1000,7,yacht,yacht,0.0001,1001,-1,-1,-1,-1
osrt,1000,7,yacht,yacht,0.001,1001,-1,-1,-1,-1
osrt,1000,7,yacht,yacht,0.01,758.353,0.977140083,0.977140083,5,-1
osrt,1000,7,yacht,yacht,0.1,0.011,0.911807465,0.911807465,3,-1
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,airfoil,airfoil,0.0001,1001,-1,-1,-1,-1
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,airfoil,airfoil,0.001,1001,-1,-1,-1,-1
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,airfoil,airfoil,0.01,459.524,0.684146599,0.684146599,17,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,airfoil,airfoil,0.1,246.296,0.353063121,0.353063121,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,auction,auction,0.0001,445.143,0.988393374,0.988393374,41,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,auction,auction,0.001,479.665,0.977443176,0.977443176,18,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,auction,auction,0.01,460.684,0.930223109,0.930223109,8,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,auction,auction,0.1,0.690688,0.854121535,0.854121535,4,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,auto_mpg,auto_mpg,0.0001,1001,-1,-1,-1,-1
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,auto_mpg,auto_mpg,0.001,1001,-1,-1,-1,-1
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,auto_mpg,auto_mpg,0.01,1001,-1,-1,-1,-1
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,auto_mpg,auto_mpg,0.1,2.20973,0.690938776,0.690938776,3,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,enb-cool,enb-cool,0.0001,1001,-1,-1,-1,-1
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,enb-cool,enb-cool,0.001,1001,-1,-1,-1,-1
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,enb-cool,enb-cool,0.01,313.114,0.896626073,0.896626073,4,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,enb-cool,enb-cool,0.1,0.035921,0.802431069,0.802431069,2,0
streed_pwc_kmeans1_tasklb1_lb1_terminal0,1000,7,enb-heat,enb-heat,0.0001,362.746,0.997624234,0.997624234,35,0
