algorithm,cost_complexity,dataset,depth,leaves,terminal_calls,time,timeout,train_mse
osrt,0.01,sync.csv,4,4,0,0.061,100,0.0025889524625592095
osrt,0.1,sync.csv,4,4,0,0.022,100,0.0025889524625592095
osrt,0.1,sync.csv,4,4,0,1.376,100,0.0025889524625592095
osrt,0.1,sync.csv,4,4,0,0.077,100,0.0025889524625592095
osrt,0.0001,sync.csv,5,22,0,0.155,100,0.0014375981945850492
osrt,0.0001,sync.csv,5,22,0,0.173,100,0.0014375981945850492
osrt,0.0001,sync.csv,5,22,0,2.454,100,0.0014375981945850492
osrt,0.001,sync.csv,5,18,0,0.133,100,0.0015259629960729328
osrt,0.001,sync.csv,5,18,0,0.216,100,0.0015259629960729328
osrt,0.001,sync.csv,5,18,0,0.144,100,0.0015259629960729328
osrt,0.005,sync.csv,5,4,0,0.126,100,0.0025889524625592095
osrt,0.005,sync.csv,5,4,0,0.103,100,0.0025889524625592095
osrt,0.005,sync.csv,5,4,0,0.075,100,0.0025889524625592095
osrt,0.01,sync.csv,5,4,0,1.819,100,0.0025889524625592095
osrt,0.01,sync.csv,5,4,0,0.109,100,0.0025889524625592095
osrt,0.01,sync.csv,5,4,0,0.527,100,0.0025889524625592095
osrt,0.1,sync.csv,5,4,0,0.095,100,0.0025889524625592095
osrt,0.1,sync.csv,5,4,0,0.096,100,0.0025889524625592095
osrt,0.1,sync.csv,5,4,0,0.101,100,0.0025889524625592095
osrt,0.0001,sync.csv,6,27,0,0.269,100,0.0013860732636432097
osrt,0.0001,sync.csv,6,27,0,0.544,100,0.0013860732636432097
osrt,0.0001,sync.csv,6,27,0,1.36,100,0.0013860732636432097
osrt,0.001,sync.csv,6,18,0,0.167,100,0.0015259629960729328
osrt,0.001,sync.csv,6,18,0,0.233,100,0.0015259629960729328
osrt,0.001,sync.csv,6,18,0,0.729,100,0.0015259629960729328
osrt,0.005,sync.csv,6,4,0,0.092,100,0.0025889524625592095
osrt,0.005,sync.csv,6,4,0,0.226,100,0.0025889524625592095
osrt,0.005,sync.csv,6,4,0,0.194,100,0.0025889524625592095
osrt,0.01,sync.csv,6,4,0,0.144,100,0.0025889524625592095
osrt,0.01,sync.csv,6,4,0,0.083,100,0.0025889524625592095
osrt,0.01,sync.csv,6,4,0,0.08,100,0.0025889524625592095
osrt,0.1,sync.csv,6,4,0,0.241,100,0.0025889524625592095
osrt,0.1,sync.csv,6,4,0,0.308,100,0.0025889524625592095
osrt,0.1,sync.csv,6,4,0,0.018,100,0.0025889524625592095
osrt,0.0001,sync.csv,7,27,0,0.422,100,0.0013859704529342912
osrt,0.0001,sync.csv,7,27,0,0.382,100,0.0013859704529342912
osrt,0.0001,sync.csv,7,27,0,3.167,100,0.0013859704529342912
osrt,0.001,sync.csv,7,18,0,0.274,100,0.0015259629960729328
osrt,0.001,sync.csv,7,18,0,0.237,100,0.0015259629960729328
osrt,0.001,sync.csv,7,18,0,0.278,100,0.0015259629960729328
osrt,0.005,sync.csv,7,4,0,0.144,100,0.0025889524625592095
osrt,0.005,sync.csv,7,4,0,0.2,100,0.0025889524625592095
osrt,0.005,sync.csv,7,4,0,0.177,100,0.0025889524625592095
osrt,0.01,sync.csv,7,4,0,0.165,100,0.0025889524625592095
osrt,0.01,sync.csv,7,4,0,0.18,100,0.0025889524625592095
osrt,0.01,sync.csv,7,4,0,0.134,100,0.0025889524625592095
osrt,0.1,sync.csv,7,4,0,0.053,100,0.0025889524625592095
osrt,0.1,sync.csv,7,4,0,0.057,100,0.0025889524625592095
osrt,0.1,sync.csv,7,4,0,0.028,100,0.0025889524625592095
osrt,0.0001,sync.csv,8,27,0,1.745,100,0.0013859704529342912
osrt,0.0001,sync.csv,8,27,0,0.288,100,0.0013859704529342912
osrt,0.0001,sync.csv,8,27,0,0.786,100,0.0013859704529342912
osrt,0.001,sync.csv,8,18,0,0.236,100,0.0015259629960729328
osrt,0.001,sync.csv,8,18,0,0.205,100,0.0015259629960729328
osrt,0.001,sync.csv,8,18,0,0.366,100,0.0015259629960729328
osrt,0.005,sync.csv,8,4,0,0.256,100,0.0025889524625592095
osrt,0.005,sync.csv,8,4,0,0.238,100,0.0025889524625592095
osrt,0.005,sync.csv,8,4,0,0.125,100,0.0025889524625592095
osrt,0.01,sync.csv,8,4,0,0.161,100,0.0025889524625592095
osrt,0.01,sync.csv,8,4,0,1.277,100,0.0025889524625592095
osrt,0.01,sync.csv,8,4,0,0.135,100,0.0025889524625592095
osrt,0.1,sync.csv,8,4,0,0.151,100,0.0025889524625592095
osrt,0.1,sync.csv,8,4,0,0.731,100,0.0025889524625592095
osrt,0.1,sync.csv,8,4,0,0.058,100,0.0025889524625592095
osrt,0.0001,sync.csv,9,27,0,0.347,100,0.0013859704529342912
osrt,0.0001,sync.csv,9,27,0,0.426,100,0.0013859704529342912
osrt,0.0001,sync.csv,9,27,0,1.446,100,0.0013859704529342912
osrt,0.001,sync.csv,9,18,0,0.427,100,0.0015259629960729328
osrt,0.001,sync.csv,9,18,0,0.265,100,0.0015259629960729328
osrt,0.001,sync.csv,9,18,0,0.316,100,0.0015259629960729328
osrt,0.005,sync.csv,9,4,0,0.247,100,0.0025889524625592095
osrt,0.005,sync.csv,9,4,0,0.226,100,0.0025889524625592095
osrt,0.005,sync.csv,9,4,0,0.131,100,0.0025889524625592095
osrt,0.01,sync.csv,9,4,0,0.127,100,0.0025889524625592095
osrt,0.01,sync.csv,9,4,0,0.123,100,0.0025889524625592095
osrt,0.01,sync.csv,9,4,0,0.068,100,0.0025889524625592095
osrt,0.1,sync.csv,9,4,0,0.078,100,0.0025889524625592095
osrt,0.1,sync.csv,9,4,0,0.82,100,0.0025889524625592095
osrt,0.1,sync.csv,9,4,0,0.044,100,0.0025889524625592095
osrt,0.0001,yacht.csv,10,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,10,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,10,-1,-1,101,100,-1
osrt,0.001,yacht.csv,10,-1,-1,101,100,-1
osrt,0.001,yacht.csv,10,-1,-1,101,100,-1
osrt,0.001,yacht.csv,10,-1,-1,101,100,-1
osrt,0.005,yacht.csv,10,3,0,0.107,100,64.75086902526995
osrt,0.005,yacht.csv,10,3,0,0.093,100,64.75086902526995
osrt,0.005,yacht.csv,10,3,0,0.061,100,64.75086902526995
osrt,0.01,yacht.csv,10,3,0,0.06,100,64.75086902526995
osrt,0.01,yacht.csv,10,3,0,0.081,100,64.75086902526995
osrt,0.01,yacht.csv,10,3,0,0.03,100,64.75086902526995
osrt,0.1,yacht.csv,10,2,0,0.076,100,68.08745129955922
osrt,0.1,yacht.csv,10,2,0,0.018,100,68.08745129955922
osrt,0.1,yacht.csv,10,2,0,0.049,100,68.08745129955922
osrt,0.0001,yacht.csv,3,8,0,0.447,100,63.58855474332102
osrt,0.0001,yacht.csv,3,8,0,0.219,100,63.58855474332102
osrt,0.0001,yacht.csv,3,8,0,0.25,100,63.58855474332102
osrt,0.001,yacht.csv,3,5,0,0.221,100,63.972459901009174
osrt,0.001,yacht.csv,3,5,0,0.546,100,63.972459901009174
osrt,0.001,yacht.csv,3,5,0,1.141,100,63.972459901009174
osrt,0.005,yacht.csv,3,3,0,0.025,100,64.75086902526995
osrt,0.005,yacht.csv,3,3,0,0.778,100,64.75086902526995
osrt,0.005,yacht.csv,3,3,0,0.026,100,64.75086902526995
osrt,0.01,yacht.csv,3,3,0,0.095,100,64.75086902526995
osrt,0.01,yacht.csv,3,3,0,0.199,100,64.75086902526995
osrt,0.01,yacht.csv,3,3,0,0.025,100,64.75086902526995
osrt,0.1,yacht.csv,3,2,0,0.06,100,68.08745129955922
osrt,0.1,yacht.csv,3,2,0,0.076,100,68.08745129955922
osrt,0.1,yacht.csv,3,2,0,0.011,100,68.08745129955922
osrt,0.0001,yacht.csv,4,12,0,2.2,100,63.00229227495867
osrt,0.0001,yacht.csv,4,12,0,2.226,100,63.00229227495867
osrt,0.0001,yacht.csv,4,12,0,2.382,100,63.00229227495867
osrt,0.001,yacht.csv,4,5,0,3.814,100,63.972459901009174
osrt,0.001,yacht.csv,4,5,0,2.883,100,63.972459901009174
osrt,0.001,yacht.csv,4,5,0,2.902,100,63.972459901009174
osrt,0.005,yacht.csv,4,3,0,0.028,100,64.75086902526995
osrt,0.005,yacht.csv,4,3,0,0.055,100,64.75086902526995
osrt,0.005,yacht.csv,4,3,0,0.101,100,64.75086902526995
osrt,0.01,yacht.csv,4,3,0,0.026,100,64.75086902526995
osrt,0.01,yacht.csv,4,3,0,0.02,100,64.75086902526995
osrt,0.01,yacht.csv,4,3,0,0.01,100,64.75086902526995
osrt,0.1,yacht.csv,4,2,0,0.094,100,68.08745129955922
osrt,0.1,yacht.csv,4,2,0,0.116,100,68.08745129955922
osrt,0.1,yacht.csv,4,2,0,0.054,100,68.08745129955922
osrt,0.0001,yacht.csv,5,17,0,27.901,100,62.67538883837747
osrt,0.0001,yacht.csv,5,17,0,26.025,100,62.67538883837747
osrt,0.0001,yacht.csv,5,17,0,23.921,100,62.67538883837747
osrt,0.001,yacht.csv,5,5,0,21.536,100,63.972459901009174
osrt,0.001,yacht.csv,5,5,0,26.558,100,63.972459901009174
osrt,0.001,yacht.csv,5,5,0,28.548,100,63.972459901009174
osrt,0.005,yacht.csv,5,3,0,0.034,100,64.75086902526995
osrt,0.005,yacht.csv,5,3,0,0.094,100,64.75086902526995
osrt,0.005,yacht.csv,5,3,0,0.026,100,64.75086902526995
osrt,0.01,yacht.csv,5,3,0,0.752,100,64.75086902526995
osrt,0.01,yacht.csv,5,3,0,0.084,100,64.75086902526995
osrt,0.01,yacht.csv,5,3,0,0.063,100,64.75086902526995
osrt,0.1,yacht.csv,5,2,0,0.016,100,68.08745129955922
osrt,0.1,yacht.csv,5,2,0,0.03,100,68.08745129955922
osrt,0.1,yacht.csv,5,2,0,0.071,100,68.08745129955922
osrt,0.0001,yacht.csv,6,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,6,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,6,-1,-1,101,100,-1
osrt,0.001,yacht.csv,6,-1,-1,101,100,-1
osrt,0.001,yacht.csv,6,-1,-1,101,100,-1
osrt,0.001,yacht.csv,6,-1,-1,101,100,-1
osrt,0.005,yacht.csv,6,3,0,0.034,100,64.75086902526995
osrt,0.005,yacht.csv,6,3,0,0.049,100,64.75086902526995
osrt,0.005,yacht.csv,6,3,0,0.052,100,64.75086902526995
osrt,0.01,yacht.csv,6,3,0,0.057,100,64.75086902526995
osrt,0.01,yacht.csv,6,3,0,0.026,100,64.75086902526995
osrt,0.01,yacht.csv,6,3,0,0.009,100,64.75086902526995
osrt,0.1,yacht.csv,6,2,0,0.101,100,68.08745129955922
osrt,0.1,yacht.csv,6,2,0,0.052,100,68.08745129955922
osrt,0.1,yacht.csv,6,2,0,0.107,100,68.08745129955922
osrt,0.0001,yacht.csv,7,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,7,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,7,-1,-1,101,100,-1
osrt,0.001,yacht.csv,7,-1,-1,101,100,-1
osrt,0.001,yacht.csv,7,-1,-1,101,100,-1
osrt,0.001,yacht.csv,7,-1,-1,101,100,-1
osrt,0.005,yacht.csv,7,3,0,0.111,100,64.75086902526995
osrt,0.005,yacht.csv,7,3,0,0.028,100,64.75086902526995
osrt,0.005,yacht.csv,7,3,0,0.01,100,64.75086902526995
osrt,0.01,yacht.csv,7,3,0,0.029,100,64.75086902526995
osrt,0.01,yacht.csv,7,3,0,0.014,100,64.75086902526995
osrt,0.01,yacht.csv,7,3,0,0.564,100,64.75086902526995
osrt,0.1,yacht.csv,7,2,0,0.034,100,68.08745129955922
osrt,0.1,yacht.csv,7,2,0,0.092,100,68.08745129955922
osrt,0.1,yacht.csv,7,2,0,0.007,100,68.08745129955922
osrt,0.0001,yacht.csv,8,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,8,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,8,-1,-1,101,100,-1
osrt,0.001,yacht.csv,8,-1,-1,101,100,-1
osrt,0.001,yacht.csv,8,-1,-1,101,100,-1
osrt,0.001,yacht.csv,8,-1,-1,101,100,-1
osrt,0.005,yacht.csv,8,3,0,0.05,100,64.75086902526995
osrt,0.005,yacht.csv,8,3,0,1.644,100,64.75086902526995
osrt,0.005,yacht.csv,8,3,0,0.064,100,64.75086902526995
osrt,0.01,yacht.csv,8,3,0,0.011,100,64.75086902526995
osrt,0.01,yacht.csv,8,3,0,0.051,100,64.75086902526995
osrt,0.01,yacht.csv,8,3,0,0.045,100,64.75086902526995
osrt,0.1,yacht.csv,8,2,0,0.105,100,68.08745129955922
osrt,0.1,yacht.csv,8,2,0,0.687,100,68.08745129955922
osrt,0.1,yacht.csv,8,2,0,0.028,100,68.08745129955922
osrt,0.0001,yacht.csv,9,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,9,-1,-1,101,100,-1
osrt,0.0001,yacht.csv,9,-1,-1,101,100,-1
osrt,0.001,yacht.csv,9,-1,-1,101,100,-1
osrt,0.001,yacht.csv,9,-1,-1,101,100,-1
osrt,0.001,yacht.csv,9,-1,-1,101,100,-1
osrt,0.005,yacht.csv,9,3,0,0.047,100,64.75086902526995
osrt,0.005,yacht.csv,9,3,0,0.012,100,64.75086902526995
osrt,0.005,yacht.csv,9,3,0,0.013,100,64.75086902526995
osrt,0.01,yacht.csv,9,3,0,0.011,100,64.75086902526995
osrt,0.01,yacht.csv,9,3,0,0.074,100,64.75086902526995
osrt,0.01,yacht.csv,9,3,0,0.03,100,64.75086902526995
osrt,0.1,yacht.csv,9,2,0,0.052,100,68.08745129955922
osrt,0.1,yacht.csv,9,2,0,0.027,100,68.08745129955922
osrt,0.1,yacht.csv,9,2,0,0.006,100,68.08745129955922
streed_all,0.0001,airfoil.csv,10,-1,-1,101,100,-1
streed_all,0.0001,airfoil.csv,10,-1,-1,101,100,-1
streed_all,0.0001,airfoil.csv,10,-1,-1,101,100,-1
streed_all,0.001,airfoil.csv,10,-1,-1,101,100,-1
streed_all,0.001,airfoil.csv,10,-1,-1,101,100,-1
streed_all,0.001,airfoil.csv,10,-1,-1,101,100,-1
streed_all,0.005,airfoil.csv,10,21,156673,73.5147,100,27.4552
streed_all,0.005,airfoil.csv,10,21,156673,71.4515,100,27.4552
streed_all,0.005,airfoil.csv,10,21,156673,84.9309,100,27.4552
streed_all,0.01,airfoil.csv,10,15,88915,95.9116,100,29.3096
streed_all,0.01,airfoil.csv,10,15,88915,88.7498,100,29.3096
streed_all,0.01,airfoil.csv,10,15,88915,87.7908,100,29.3096
streed_all,0.1,airfoil.csv,10,1,0,0.929187,100,47.5598
streed_all,0.1,airfoil.csv,10,1,0,0.890012,100,47.5598
streed_all,0.1,airfoil.csv,10,1,0,0.910239,100,47.5598
streed_all,0.0001,airfoil.csv,3,8,34,0.002927,100,37.3133
streed_all,0.0001,airfoil.csv,3,8,34,0.003153,100,37.3133
streed_all,0.0001,airfoil.csv,3,8,34,0.002965,100,37.3133
streed_all,0.001,airfoil.csv,3,8,34,0.003068,100,37.3133
streed_all,0.001,airfoil.csv,3,8,34,0.003092,100,37.3133
streed_all,0.001,airfoil.csv,3,8,34,0.002986,100,37.3133
streed_all,0.005,airfoil.csv,3,7,33,0.002975,100,37.5152
streed_all,0.005,airfoil.csv,3,7,33,0.002899,100,37.5152
streed_all,0.005,airfoil.csv,3,7,33,0.002926,100,37.5152
streed_all,0.01,airfoil.csv,3,7,32,0.002848,100,37.5152
streed_all,0.01,airfoil.csv,3,7,32,0.003083,100,37.5152
streed_all,0.01,airfoil.csv,3,7,32,0.002971,100,37.5152
streed_all,0.1,airfoil.csv,3,1,19,0.002558,100,47.5598
streed_all,0.1,airfoil.csv,3,1,19,0.002631,100,47.5598
streed_all,0.1,airfoil.csv,3,1,19,0.002681,100,47.5598
streed_all,0.0001,airfoil.csv,4,16,417,0.023118,100,33.8628
streed_all,0.0001,airfoil.csv,4,16,417,0.024594,100,33.8628
streed_all,0.0001,airfoil.csv,4,16,417,0.023211,100,33.8628
streed_all,0.001,airfoil.csv,4,14,409,0.023287,100,33.9022
streed_all,0.001,airfoil.csv,4,14,409,0.023851,100,33.9022
streed_all,0.001,airfoil.csv,4,14,409,0.02416,100,33.9022
streed_all,0.005,airfoil.csv,4,11,374,0.023523,100,34.4367
streed_all,0.005,airfoil.csv,4,11,374,0.023569,100,34.4367
streed_all,0.005,airfoil.csv,4,11,374,0.023555,100,34.4367
streed_all,0.01,airfoil.csv,4,11,327,0.022048,100,34.4367
streed_all,0.01,airfoil.csv,4,11,327,0.022091,100,34.4367
streed_all,0.01,airfoil.csv,4,11,327,0.022972,100,34.4367
streed_all,0.1,airfoil.csv,4,1,40,0.014418,100,47.5598
streed_all,0.1,airfoil.csv,4,1,40,0.014314,100,47.5598
streed_all,0.1,airfoil.csv,4,1,40,0.014452,100,47.5598
streed_all,0.0001,airfoil.csv,5,31,2717,0.145339,100,28.6272
streed_all,0.0001,airfoil.csv,5,31,2717,0.143765,100,28.6272
streed_all,0.0001,airfoil.csv,5,31,2717,0.146529,100,28.6272
streed_all,0.001,airfoil.csv,5,25,2566,0.143722,100,28.7133
streed_all,0.001,airfoil.csv,5,25,2566,0.148788,100,28.7133
streed_all,0.001,airfoil.csv,5,25,2566,0.148935,100,28.7133
streed_all,0.005,airfoil.csv,5,18,2180,0.136673,100,29.5039
streed_all,0.005,airfoil.csv,5,18,2180,0.127457,100,29.5039
streed_all,0.005,airfoil.csv,5,18,2180,0.137664,100,29.5039
streed_all,0.01,airfoil.csv,5,13,1804,0.130951,100,31.171
streed_all,0.01,airfoil.csv,5,13,1804,0.122783,100,31.171
streed_all,0.01,airfoil.csv,5,13,1804,0.123508,100,31.171
streed_all,0.1,airfoil.csv,5,1,26,0.03364,100,47.5598
streed_all,0.1,airfoil.csv,5,1,26,0.0349,100,47.5598
streed_all,0.1,airfoil.csv,5,1,26,0.037386,100,47.5598
streed_all,0.0001,airfoil.csv,6,48,11972,0.655521,100,25.933
streed_all,0.0001,airfoil.csv,6,48,11972,0.657005,100,25.933
streed_all,0.0001,airfoil.csv,6,48,11972,0.6944,100,25.933
streed_all,0.001,airfoil.csv,6,33,11072,0.643124,100,26.1631
streed_all,0.001,airfoil.csv,6,33,11072,0.636415,100,26.1631
streed_all,0.001,airfoil.csv,6,33,11072,0.647035,100,26.1631
streed_all,0.005,airfoil.csv,6,24,8476,0.590413,100,27.0915
streed_all,0.005,airfoil.csv,6,24,8476,0.656354,100,27.0915
streed_all,0.005,airfoil.csv,6,24,8476,0.64592,100,27.0915
streed_all,0.01,airfoil.csv,6,14,6891,0.544335,100,30.4498
streed_all,0.01,airfoil.csv,6,14,6891,0.547022,100,30.4498
streed_all,0.01,airfoil.csv,6,14,6891,0.547134,100,30.4498
streed_all,0.1,airfoil.csv,6,1,0,0.040485,100,47.5598
streed_all,0.1,airfoil.csv,6,1,0,0.043332,100,47.5598
streed_all,0.1,airfoil.csv,6,1,0,0.04141,100,47.5598
streed_all,0.0001,airfoil.csv,7,64,44303,2.53629,100,24.6456
streed_all,0.0001,airfoil.csv,7,64,44303,2.44127,100,24.6456
streed_all,0.0001,airfoil.csv,7,64,44303,2.49128,100,24.6456
streed_all,0.001,airfoil.csv,7,41,37812,2.49574,100,25.0027
streed_all,0.001,airfoil.csv,7,41,37812,2.28617,100,25.0027
streed_all,0.001,airfoil.csv,7,41,37812,2.33281,100,25.0027
streed_all,0.005,airfoil.csv,7,20,25914,1.91164,100,27.918
streed_all,0.005,airfoil.csv,7,20,25914,2.05804,100,27.918
streed_all,0.005,airfoil.csv,7,20,25914,1.98916,100,27.918
streed_all,0.01,airfoil.csv,7,14,20293,1.95106,100,30.0618
streed_all,0.01,airfoil.csv,7,14,20293,1.92037,100,30.0618
streed_all,0.01,airfoil.csv,7,14,20293,1.94504,100,30.0618
streed_all,0.1,airfoil.csv,7,1,0,0.041157,100,47.5598
streed_all,0.1,airfoil.csv,7,1,0,0.042649,100,47.5598
streed_all,0.1,airfoil.csv,7,1,0,0.043582,100,47.5598
streed_all,0.0001,airfoil.csv,8,81,128432,12.5465,100,23.7823
streed_all,0.0001,airfoil.csv,8,81,128432,12.9526,100,23.7823
streed_all,0.0001,airfoil.csv,8,81,128432,12.6436,100,23.7823
streed_all,0.001,airfoil.csv,8,46,101096,7.79128,100,24.4391
streed_all,0.001,airfoil.csv,8,46,101096,10.5971,100,24.4391
streed_all,0.001,airfoil.csv,8,46,101096,7.64555,100,24.4391
streed_all,0.005,airfoil.csv,8,19,64732,6.05467,100,28.0126
streed_all,0.005,airfoil.csv,8,19,64732,6.47933,100,28.0126
streed_all,0.005,airfoil.csv,8,19,64732,8.35032,100,28.0126
streed_all,0.01,airfoil.csv,8,15,49165,8.23426,100,29.3096
streed_all,0.01,airfoil.csv,8,15,49165,6.28208,100,29.3096
streed_all,0.01,airfoil.csv,8,15,49165,5.99216,100,29.3096
streed_all,0.1,airfoil.csv,8,1,0,0.109408,100,47.5598
streed_all,0.1,airfoil.csv,8,1,0,0.109568,100,47.5598
streed_all,0.1,airfoil.csv,8,1,0,0.114378,100,47.5598
streed_all,0.0001,airfoil.csv,9,-1,-1,101,100,-1
streed_all,0.0001,airfoil.csv,9,-1,-1,101,100,-1
streed_all,0.0001,airfoil.csv,9,-1,-1,101,100,-1
streed_all,0.001,airfoil.csv,9,51,205210,50.5538,100,23.869
streed_all,0.001,airfoil.csv,9,51,205210,44.5084,100,23.869
streed_all,0.001,airfoil.csv,9,51,205210,44.4488,100,23.869
streed_all,0.005,airfoil.csv,9,20,120058,20.9281,100,27.7496
streed_all,0.005,airfoil.csv,9,20,120058,18.7833,100,27.7496
streed_all,0.005,airfoil.csv,9,20,120058,18.7014,100,27.7496
streed_all,0.01,airfoil.csv,9,15,79770,32.4644,100,29.3096
streed_all,0.01,airfoil.csv,9,15,79770,22.9881,100,29.3096
streed_all,0.01,airfoil.csv,9,15,79770,24.6541,100,29.3096
streed_all,0.1,airfoil.csv,9,1,0,0.589624,100,47.5598
streed_all,0.1,airfoil.csv,9,1,0,0.542648,100,47.5598
streed_all,0.1,airfoil.csv,9,1,0,0.649175,100,47.5598
streed_all,0.0001,airquality.csv,10,66,160881,29.7543,100,24.4167
streed_all,0.0001,airquality.csv,10,66,160881,29.7897,100,24.4167
streed_all,0.0001,airquality.csv,10,66,160881,40.1968,100,24.4167
streed_all,0.001,airquality.csv,10,39,125116,25.5908,100,37.2165
streed_all,0.001,airquality.csv,10,39,125116,26.5862,100,37.2165
streed_all,0.001,airquality.csv,10,39,125116,26.5747,100,37.2165
streed_all,0.005,airquality.csv,10,16,50421,9.68234,100,101.86
streed_all,0.005,airquality.csv,10,16,50421,9.74495,100,101.86
streed_all,0.005,airquality.csv,10,16,50421,9.90576,100,101.86
streed_all,0.01,airquality.csv,10,12,26982,5.53134,100,129.998
streed_all,0.01,airquality.csv,10,12,26982,5.91218,100,129.998
streed_all,0.01,airquality.csv,10,12,26982,6.89958,100,129.998
streed_all,0.1,airquality.csv,10,3,0,0.16818,100,471.525
streed_all,0.1,airquality.csv,10,3,0,0.14849,100,471.525
streed_all,0.1,airquality.csv,10,3,0,0.174407,100,471.525
streed_all,0.0001,airquality.csv,3,8,32,0.001067,100,254.256
streed_all,0.0001,airquality.csv,3,8,32,0.001063,100,254.256
streed_all,0.0001,airquality.csv,3,8,32,0.001066,100,254.256
streed_all,0.001,airquality.csv,3,8,32,0.001152,100,254.256
streed_all,0.001,airquality.csv,3,8,32,0.001102,100,254.256
streed_all,0.001,airquality.csv,3,8,32,0.001105,100,254.256
streed_all,0.005,airquality.csv,3,7,31,0.001155,100,256.377
streed_all,0.005,airquality.csv,3,7,31,0.001104,100,256.377
streed_all,0.005,airquality.csv,3,7,31,0.001087,100,256.377
streed_all,0.01,airquality.csv,3,6,31,0.001053,100,262.66
streed_all,0.01,airquality.csv,3,6,31,0.001117,100,262.66
streed_all,0.01,airquality.csv,3,6,31,0.001052,100,262.66
streed_all,0.1,airquality.csv,3,3,23,0.000914,100,471.525
streed_all,0.1,airquality.csv,3,3,23,0.000913,100,471.525
streed_all,0.1,airquality.csv,3,3,23,0.000928,100,471.525
streed_all,0.0001,airquality.csv,4,16,412,0.009627,100,164.022
streed_all,0.0001,airquality.csv,4,16,412,0.009888,100,164.022
streed_all,0.0001,airquality.csv,4,16,412,0.009666,100,164.022
streed_all,0.001,airquality.csv,4,16,403,0.009855,100,164.022
streed_all,0.001,airquality.csv,4,16,403,0.009881,100,164.022
streed_all,0.001,airquality.csv,4,16,403,0.009851,100,164.022
streed_all,0.005,airquality.csv,4,12,360,0.009202,100,179.234
streed_all,0.005,airquality.csv,4,12,360,0.009183,100,179.234
streed_all,0.005,airquality.csv,4,12,360,0.009413,100,179.234
streed_all,0.01,airquality.csv,4,7,310,0.008922,100,213.347
streed_all,0.01,airquality.csv,4,7,310,0.008835,100,213.347
streed_all,0.01,airquality.csv,4,7,310,0.008829,100,213.347
streed_all,0.1,airquality.csv,4,3,137,0.005915,100,471.525
streed_all,0.1,airquality.csv,4,3,137,0.00603,100,471.525
streed_all,0.1,airquality.csv,4,3,137,0.005998,100,471.525
streed_all,0.0001,airquality.csv,5,32,2820,0.066232,100,68.7011
streed_all,0.0001,airquality.csv,5,32,2820,0.064372,100,68.7011
streed_all,0.0001,airquality.csv,5,32,2820,0.062887,100,68.7011
streed_all,0.001,airquality.csv,5,30,2712,0.061043,100,69.7589
streed_all,0.001,airquality.csv,5,30,2712,0.060843,100,69.7589
streed_all,0.001,airquality.csv,5,30,2712,0.058947,100,69.7589
streed_all,0.005,airquality.csv,5,15,2200,0.054332,100,114.976
streed_all,0.005,airquality.csv,5,15,2200,0.059309,100,114.976
streed_all,0.005,airquality.csv,5,15,2200,0.057718,100,114.976
streed_all,0.01,airquality.csv,5,12,1744,0.048314,100,136.378
streed_all,0.01,airquality.csv,5,12,1744,0.049066,100,136.378
streed_all,0.01,airquality.csv,5,12,1744,0.049369,100,136.378
streed_all,0.1,airquality.csv,5,3,419,0.023755,100,471.525
streed_all,0.1,airquality.csv,5,3,419,0.023687,100,471.525
streed_all,0.1,airquality.csv,5,3,419,0.023997,100,471.525
streed_all,0.0001,airquality.csv,6,60,12780,0.329185,100,28.9407
streed_all,0.0001,airquality.csv,6,60,12780,0.318265,100,28.9407
streed_all,0.0001,airquality.csv,6,60,12780,0.312391,100,28.9407
streed_all,0.001,airquality.csv,6,41,12254,0.302371,100,39.3773
streed_all,0.001,airquality.csv,6,41,12254,0.313341,100,39.3773
streed_all,0.001,airquality.csv,6,41,12254,0.336634,100,39.3773
streed_all,0.005,airquality.csv,6,16,9099,0.266196,100,103.608
streed_all,0.005,airquality.csv,6,16,9099,0.249603,100,103.608
streed_all,0.005,airquality.csv,6,16,9099,0.309558,100,103.608
streed_all,0.01,airquality.csv,6,12,6585,0.248927,100,129.998
streed_all,0.01,airquality.csv,6,12,6585,0.202987,100,129.998
streed_all,0.01,airquality.csv,6,12,6585,0.222602,100,129.998
streed_all,0.1,airquality.csv,6,3,581,0.062191,100,471.525
streed_all,0.1,airquality.csv,6,3,581,0.059369,100,471.525
streed_all,0.1,airquality.csv,6,3,581,0.056153,100,471.525
streed_all,0.0001,airquality.csv,7,69,41917,1.32601,100,24.4595
streed_all,0.0001,airquality.csv,7,69,41917,1.30154,100,24.4595
streed_all,0.0001,airquality.csv,7,69,41917,1.38096,100,24.4595
streed_all,0.001,airquality.csv,7,41,38483,1.42086,100,37.3665
streed_all,0.001,airquality.csv,7,41,38483,1.4392,100,37.3665
streed_all,0.001,airquality.csv,7,41,38483,1.30188,100,37.3665
