algorithm,cost_complexity,dataset,depth,leaves,terminal_calls,time,timeout,train_mse
streed_equivalent,0.0001,servo.csv,6,51,8848,0.165064,100,0.379404
streed_equivalent,0.0001,servo.csv,6,51,8848,0.156737,100,0.379404
streed_equivalent,0.0001,servo.csv,6,51,8848,0.156348,100,0.379404
streed_equivalent,0.001,servo.csv,6,30,8327,0.144017,100,0.38576
streed_equivalent,0.001,servo.csv,6,30,8327,0.163269,100,0.38576
streed_equivalent,0.001,servo.csv,6,30,8327,0.155806,100,0.38576
streed_equivalent,0.005,servo.csv,6,11,8421,0.160696,100,0.413176
streed_equivalent,0.005,servo.csv,6,11,8421,0.147591,100,0.413176
streed_equivalent,0.005,servo.csv,6,11,8421,0.144244,100,0.413176
streed_equivalent,0.01,servo.csv,6,10,7970,0.141063,100,0.428386
streed_equivalent,0.01,servo.csv,6,10,7970,0.153949,100,0.428386
streed_equivalent,0.01,servo.csv,6,10,7970,0.150842,100,0.428386
streed_equivalent,0.1,servo.csv,6,5,4597,0.108428,100,0.734423
streed_equivalent,0.1,servo.csv,6,5,4597,0.108497,100,0.734423
streed_equivalent,0.1,servo.csv,6,5,4597,0.112276,100,0.734423
streed_equivalent,0.0001,servo.csv,7,70,27815,0.713218,100,0.220934
streed_equivalent,0.0001,servo.csv,7,70,27815,0.728437,100,0.220934
streed_equivalent,0.0001,servo.csv,7,70,27815,0.632823,100,0.220934
streed_equivalent,0.001,servo.csv,7,46,23993,0.516798,100,0.226266
streed_equivalent,0.001,servo.csv,7,46,23993,0.558606,100,0.226266
streed_equivalent,0.001,servo.csv,7,46,23993,0.559404,100,0.226266
streed_equivalent,0.005,servo.csv,7,18,22473,0.456623,100,0.27753
streed_equivalent,0.005,servo.csv,7,18,22473,0.531534,100,0.27753
streed_equivalent,0.005,servo.csv,7,18,22473,0.52698,100,0.27753
streed_equivalent,0.01,servo.csv,7,12,20920,0.510495,100,0.321507
streed_equivalent,0.01,servo.csv,7,12,20920,0.478907,100,0.321507
streed_equivalent,0.01,servo.csv,7,12,20920,0.488615,100,0.321507
streed_equivalent,0.1,servo.csv,7,5,9938,0.377852,100,0.734423
streed_equivalent,0.1,servo.csv,7,5,9938,0.401745,100,0.734423
streed_equivalent,0.1,servo.csv,7,5,9938,0.370015,100,0.734423
streed_equivalent,0.0001,servo.csv,8,85,66515,2.12754,100,0.0429059
streed_equivalent,0.0001,servo.csv,8,85,66515,2.10526,100,0.0429059
streed_equivalent,0.0001,servo.csv,8,85,66515,2.05277,100,0.0429059
streed_equivalent,0.001,servo.csv,8,33,54511,1.59797,100,0.0624353
streed_equivalent,0.001,servo.csv,8,33,54511,1.58045,100,0.0624353
streed_equivalent,0.001,servo.csv,8,33,54511,1.91031,100,0.0624353
streed_equivalent,0.005,servo.csv,8,15,48725,1.7597,100,0.118905
streed_equivalent,0.005,servo.csv,8,15,48725,1.77769,100,0.118905
streed_equivalent,0.005,servo.csv,8,15,48725,2.20019,100,0.118905
streed_equivalent,0.01,servo.csv,8,13,42973,1.62875,100,0.153296
streed_equivalent,0.01,servo.csv,8,13,42973,1.52524,100,0.153296
streed_equivalent,0.01,servo.csv,8,13,42973,1.47421,100,0.153296
streed_equivalent,0.1,servo.csv,8,5,11204,1.54028,100,0.734423
streed_equivalent,0.1,servo.csv,8,5,11204,1.14273,100,0.734423
streed_equivalent,0.1,servo.csv,8,5,11204,1.14513,100,0.734423
streed_equivalent,0.0001,servo.csv,9,95,110112,7.00026,100,0.0138649
streed_equivalent,0.0001,servo.csv,9,95,110112,6.26293,100,0.0138649
streed_equivalent,0.0001,servo.csv,9,95,110112,8.05086,100,0.0138649
streed_equivalent,0.001,servo.csv,9,42,86315,6.09936,100,0.0248999
streed_equivalent,0.001,servo.csv,9,42,86315,5.31761,100,0.0248999
streed_equivalent,0.001,servo.csv,9,42,86315,6.14773,100,0.0248999
streed_equivalent,0.005,servo.csv,9,16,71852,4.78632,100,0.113138
streed_equivalent,0.005,servo.csv,9,16,71852,7.33043,100,0.113138
streed_equivalent,0.005,servo.csv,9,16,71852,4.71665,100,0.113138
streed_equivalent,0.01,servo.csv,9,14,60987,4.95931,100,0.147529
streed_equivalent,0.01,servo.csv,9,14,60987,4.81116,100,0.147529
streed_equivalent,0.01,servo.csv,9,14,60987,4.21964,100,0.147529
streed_equivalent,0.1,servo.csv,9,5,2615,3.13751,100,0.734423
streed_equivalent,0.1,servo.csv,9,5,2615,3.14985,100,0.734423
streed_equivalent,0.1,servo.csv,9,5,2615,3.37994,100,0.734423
streed_equivalent,0.0001,sync.csv,10,29,210,0.589763,100,0.0013826
streed_equivalent,0.0001,sync.csv,10,29,210,0.592953,100,0.0013826
streed_equivalent,0.0001,sync.csv,10,29,210,0.579784,100,0.0013826
streed_equivalent,0.001,sync.csv,10,19,201,0.708324,100,0.00152979
streed_equivalent,0.001,sync.csv,10,19,201,0.689165,100,0.00152979
streed_equivalent,0.001,sync.csv,10,19,201,0.604549,100,0.00152979
streed_equivalent,0.005,sync.csv,10,4,96,0.382843,100,0.00258895
streed_equivalent,0.005,sync.csv,10,4,96,0.441525,100,0.00258895
streed_equivalent,0.005,sync.csv,10,4,96,0.458005,100,0.00258895
streed_equivalent,0.01,sync.csv,10,4,3,0.267234,100,0.00258895
streed_equivalent,0.01,sync.csv,10,4,3,0.234142,100,0.00258895
streed_equivalent,0.01,sync.csv,10,4,3,0.242305,100,0.00258895
streed_equivalent,0.1,sync.csv,10,4,1,0.073353,100,0.00258895
streed_equivalent,0.1,sync.csv,10,4,1,0.06788,100,0.00258895
streed_equivalent,0.1,sync.csv,10,4,1,0.084051,100,0.00258895
streed_equivalent,0.0001,sync.csv,3,8,24,0.001019,100,0.00222568
streed_equivalent,0.0001,sync.csv,3,8,24,0.000963,100,0.00222568
streed_equivalent,0.0001,sync.csv,3,8,24,0.000926,100,0.00222568
streed_equivalent,0.001,sync.csv,3,8,24,0.00093,100,0.00222568
streed_equivalent,0.001,sync.csv,3,8,24,0.000935,100,0.00222568
streed_equivalent,0.001,sync.csv,3,8,24,0.000934,100,0.00222568
streed_equivalent,0.005,sync.csv,3,8,24,0.000964,100,0.00222568
streed_equivalent,0.005,sync.csv,3,8,24,0.000971,100,0.00222568
streed_equivalent,0.005,sync.csv,3,8,24,0.001008,100,0.00222568
streed_equivalent,0.01,sync.csv,3,8,24,0.000974,100,0.00222568
streed_equivalent,0.01,sync.csv,3,8,24,0.00092,100,0.00222568
streed_equivalent,0.01,sync.csv,3,8,24,0.00096,100,0.00222568
streed_equivalent,0.1,sync.csv,3,4,24,0.000963,100,0.00258895
streed_equivalent,0.1,sync.csv,3,4,24,0.000963,100,0.00258895
streed_equivalent,0.1,sync.csv,3,4,24,0.00094,100,0.00258895
streed_equivalent,0.0001,sync.csv,4,15,209,0.004896,100,0.00179028
streed_equivalent,0.0001,sync.csv,4,15,209,0.005012,100,0.00179028
streed_equivalent,0.0001,sync.csv,4,15,209,0.004719,100,0.00179028
streed_equivalent,0.001,sync.csv,4,15,209,0.004561,100,0.00179028
streed_equivalent,0.001,sync.csv,4,15,209,0.004566,100,0.00179028
streed_equivalent,0.001,sync.csv,4,15,209,0.004591,100,0.00179028
streed_equivalent,0.005,sync.csv,4,15,210,0.004576,100,0.00179028
streed_equivalent,0.005,sync.csv,4,15,210,0.004999,100,0.00179028
streed_equivalent,0.005,sync.csv,4,15,210,0.004587,100,0.00179028
streed_equivalent,0.01,sync.csv,4,9,212,0.004815,100,0.00205962
streed_equivalent,0.01,sync.csv,4,9,212,0.004791,100,0.00205962
streed_equivalent,0.01,sync.csv,4,9,212,0.004738,100,0.00205962
streed_equivalent,0.1,sync.csv,4,4,183,0.004494,100,0.00258895
streed_equivalent,0.1,sync.csv,4,4,183,0.004423,100,0.00258895
streed_equivalent,0.1,sync.csv,4,4,183,0.00456,100,0.00258895
streed_equivalent,0.0001,sync.csv,5,25,917,0.019476,100,0.00143366
streed_equivalent,0.0001,sync.csv,5,25,917,0.019572,100,0.00143366
streed_equivalent,0.0001,sync.csv,5,25,917,0.018936,100,0.00143366
streed_equivalent,0.001,sync.csv,5,22,922,0.019891,100,0.00145817
streed_equivalent,0.001,sync.csv,5,22,922,0.018851,100,0.00145817
streed_equivalent,0.001,sync.csv,5,22,922,0.020118,100,0.00145817
streed_equivalent,0.005,sync.csv,5,16,920,0.020408,100,0.00177
streed_equivalent,0.005,sync.csv,5,16,920,0.020372,100,0.00177
streed_equivalent,0.005,sync.csv,5,16,920,0.019537,100,0.00177
streed_equivalent,0.01,sync.csv,5,10,925,0.020304,100,0.00203904
streed_equivalent,0.01,sync.csv,5,10,925,0.020454,100,0.00203904
streed_equivalent,0.01,sync.csv,5,10,925,0.020714,100,0.00203904
streed_equivalent,0.1,sync.csv,5,4,597,0.017178,100,0.00258895
streed_equivalent,0.1,sync.csv,5,4,597,0.018178,100,0.00258895
streed_equivalent,0.1,sync.csv,5,4,597,0.017849,100,0.00258895
streed_equivalent,0.0001,sync.csv,6,32,2428,0.064648,100,0.00137999
streed_equivalent,0.0001,sync.csv,6,32,2428,0.060429,100,0.00137999
streed_equivalent,0.0001,sync.csv,6,32,2428,0.066508,100,0.00137999
streed_equivalent,0.001,sync.csv,6,32,2500,0.07419,100,0.00137999
streed_equivalent,0.001,sync.csv,6,32,2500,0.074516,100,0.00137999
streed_equivalent,0.001,sync.csv,6,32,2500,0.062957,100,0.00137999
streed_equivalent,0.005,sync.csv,6,11,2440,0.063783,100,0.00201341
streed_equivalent,0.005,sync.csv,6,11,2440,0.069844,100,0.00201341
streed_equivalent,0.005,sync.csv,6,11,2440,0.068373,100,0.00201341
streed_equivalent,0.01,sync.csv,6,11,2178,0.06966,100,0.00203459
streed_equivalent,0.01,sync.csv,6,11,2178,0.063674,100,0.00203459
streed_equivalent,0.01,sync.csv,6,11,2178,0.061735,100,0.00203459
streed_equivalent,0.1,sync.csv,6,4,586,0.037251,100,0.00258895
streed_equivalent,0.1,sync.csv,6,4,586,0.037246,100,0.00258895
streed_equivalent,0.1,sync.csv,6,4,586,0.03741,100,0.00258895
streed_equivalent,0.0001,sync.csv,7,33,3697,0.153839,100,0.00137858
streed_equivalent,0.0001,sync.csv,7,33,3697,0.191227,100,0.00137858
streed_equivalent,0.0001,sync.csv,7,33,3697,0.160405,100,0.00137858
streed_equivalent,0.001,sync.csv,7,24,3705,0.163016,100,0.00147327
streed_equivalent,0.001,sync.csv,7,24,3705,0.146982,100,0.00147327
streed_equivalent,0.001,sync.csv,7,24,3705,0.14284,100,0.00147327
streed_equivalent,0.005,sync.csv,7,12,3416,0.13809,100,0.00200636
streed_equivalent,0.005,sync.csv,7,12,3416,0.143644,100,0.00200636
streed_equivalent,0.005,sync.csv,7,12,3416,0.167323,100,0.00200636
streed_equivalent,0.01,sync.csv,7,4,2715,0.134752,100,0.00258895
streed_equivalent,0.01,sync.csv,7,4,2715,0.143829,100,0.00258895
streed_equivalent,0.01,sync.csv,7,4,2715,0.134378,100,0.00258895
streed_equivalent,0.1,sync.csv,7,4,247,0.05574,100,0.00258895
streed_equivalent,0.1,sync.csv,7,4,247,0.058252,100,0.00258895
streed_equivalent,0.1,sync.csv,7,4,247,0.049613,100,0.00258895
streed_equivalent,0.0001,sync.csv,8,33,2965,0.294574,100,0.00137833
streed_equivalent,0.0001,sync.csv,8,33,2965,0.240177,100,0.00137833
streed_equivalent,0.0001,sync.csv,8,33,2965,0.272943,100,0.00137833
streed_equivalent,0.001,sync.csv,8,23,3056,0.24635,100,0.00146697
streed_equivalent,0.001,sync.csv,8,23,3056,0.24762,100,0.00146697
streed_equivalent,0.001,sync.csv,8,23,3056,0.385317,100,0.00146697
streed_equivalent,0.005,sync.csv,8,11,2588,0.230212,100,0.00204755
streed_equivalent,0.005,sync.csv,8,11,2588,0.249755,100,0.00204755
streed_equivalent,0.005,sync.csv,8,11,2588,0.24765,100,0.00204755
streed_equivalent,0.01,sync.csv,8,4,1411,0.204514,100,0.00258895
streed_equivalent,0.01,sync.csv,8,4,1411,0.256737,100,0.00258895
streed_equivalent,0.01,sync.csv,8,4,1411,0.242883,100,0.00258895
streed_equivalent,0.1,sync.csv,8,4,1,0.083894,100,0.00258895
streed_equivalent,0.1,sync.csv,8,4,1,0.060519,100,0.00258895
streed_equivalent,0.1,sync.csv,8,4,1,0.062122,100,0.00258895
streed_equivalent,0.0001,sync.csv,9,30,1339,0.379731,100,0.00138144
streed_equivalent,0.0001,sync.csv,9,30,1339,0.511765,100,0.00138144
streed_equivalent,0.0001,sync.csv,9,30,1339,0.363517,100,0.00138144
streed_equivalent,0.001,sync.csv,9,22,1321,0.375761,100,0.0014814
streed_equivalent,0.001,sync.csv,9,22,1321,0.400639,100,0.0014814
streed_equivalent,0.001,sync.csv,9,22,1321,0.451724,100,0.0014814
streed_equivalent,0.005,sync.csv,9,4,883,0.386803,100,0.00258895
streed_equivalent,0.005,sync.csv,9,4,883,0.356931,100,0.00258895
streed_equivalent,0.005,sync.csv,9,4,883,0.341007,100,0.00258895
streed_equivalent,0.01,sync.csv,9,4,244,0.231812,100,0.00258895
streed_equivalent,0.01,sync.csv,9,4,244,0.289486,100,0.00258895
streed_equivalent,0.01,sync.csv,9,4,244,0.215693,100,0.00258895
streed_equivalent,0.1,sync.csv,9,4,1,0.063013,100,0.00258895
streed_equivalent,0.1,sync.csv,9,4,1,0.067001,100,0.00258895
streed_equivalent,0.1,sync.csv,9,4,1,0.066852,100,0.00258895
streed_equivalent,0.0001,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.0001,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.0001,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.001,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.001,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.001,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.005,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.005,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.005,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.01,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.01,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.01,yacht.csv,10,-1,-1,101,100,-1
streed_equivalent,0.1,yacht.csv,10,2,0,1.73532,100,68.0875
streed_equivalent,0.1,yacht.csv,10,2,0,1.76475,100,68.0875
streed_equivalent,0.1,yacht.csv,10,2,0,1.9879,100,68.0875
streed_equivalent,0.0001,yacht.csv,3,8,70,0.00324,100,63.5886
streed_equivalent,0.0001,yacht.csv,3,8,70,0.003312,100,63.5886
streed_equivalent,0.0001,yacht.csv,3,8,70,0.00334,100,63.5886
streed_equivalent,0.001,yacht.csv,3,5,70,0.003288,100,63.9725
streed_equivalent,0.001,yacht.csv,3,5,70,0.003143,100,63.9725
streed_equivalent,0.001,yacht.csv,3,5,70,0.003201,100,63.9725
streed_equivalent,0.005,yacht.csv,3,3,70,0.003217,100,64.7509
streed_equivalent,0.005,yacht.csv,3,3,70,0.003313,100,64.7509
streed_equivalent,0.005,yacht.csv,3,3,70,0.003311,100,64.7509
streed_equivalent,0.01,yacht.csv,3,3,70,0.003309,100,64.7509
streed_equivalent,0.01,yacht.csv,3,3,70,0.003249,100,64.7509
streed_equivalent,0.01,yacht.csv,3,3,70,0.003302,100,64.7509
streed_equivalent,0.1,yacht.csv,3,2,69,0.003204,100,68.0875
streed_equivalent,0.1,yacht.csv,3,2,69,0.003127,100,68.0875
streed_equivalent,0.1,yacht.csv,3,2,69,0.003186,100,68.0875
streed_equivalent,0.0001,yacht.csv,4,12,1488,0.058929,100,63.0023
streed_equivalent,0.0001,yacht.csv,4,12,1488,0.059228,100,63.0023
streed_equivalent,0.0001,yacht.csv,4,12,1488,0.061286,100,63.0023
streed_equivalent,0.001,yacht.csv,4,5,1561,0.065081,100,63.9725
streed_equivalent,0.001,yacht.csv,4,5,1561,0.064589,100,63.9725
streed_equivalent,0.001,yacht.csv,4,5,1561,0.06073,100,63.9725
streed_equivalent,0.005,yacht.csv,4,3,1450,0.060108,100,64.7509
streed_equivalent,0.005,yacht.csv,4,3,1450,0.060444,100,64.7509
streed_equivalent,0.005,yacht.csv,4,3,1450,0.059613,100,64.7509
streed_equivalent,0.01,yacht.csv,4,3,1441,0.057218,100,64.7509
streed_equivalent,0.01,yacht.csv,4,3,1441,0.057768,100,64.7509
streed_equivalent,0.01,yacht.csv,4,3,1441,0.057695,100,64.7509
streed_equivalent,0.1,yacht.csv,4,2,1243,0.043146,100,68.0875
streed_equivalent,0.1,yacht.csv,4,2,1243,0.043916,100,68.0875
streed_equivalent,0.1,yacht.csv,4,2,1243,0.042386,100,68.0875
streed_equivalent,0.0001,yacht.csv,5,17,18664,0.748276,100,62.6754
streed_equivalent,0.0001,yacht.csv,5,17,18664,0.74807,100,62.6754
streed_equivalent,0.0001,yacht.csv,5,17,18664,0.767668,100,62.6754
streed_equivalent,0.001,yacht.csv,5,5,19159,0.781713,100,63.9725
streed_equivalent,0.001,yacht.csv,5,5,19159,0.807751,100,63.9725
streed_equivalent,0.001,yacht.csv,5,5,19159,0.791969,100,63.9725
streed_equivalent,0.005,yacht.csv,5,3,19863,0.666305,100,64.7509
streed_equivalent,0.005,yacht.csv,5,3,19863,0.658645,100,64.7509
streed_equivalent,0.005,yacht.csv,5,3,19863,0.629434,100,64.7509
streed_equivalent,0.01,yacht.csv,5,3,20170,0.738794,100,64.7509
streed_equivalent,0.01,yacht.csv,5,3,20170,0.688895,100,64.7509
streed_equivalent,0.01,yacht.csv,5,3,20170,0.699741,100,64.7509
streed_equivalent,0.1,yacht.csv,5,2,6910,0.253211,100,68.0875
streed_equivalent,0.1,yacht.csv,5,2,6910,0.253913,100,68.0875
streed_equivalent,0.1,yacht.csv,5,2,6910,0.267937,100,68.0875
streed_equivalent,0.0001,yacht.csv,6,16,171891,6.91232,100,62.6879
streed_equivalent,0.0001,yacht.csv,6,16,171891,6.86004,100,62.6879
streed_equivalent,0.0001,yacht.csv,6,16,171891,6.92333,100,62.6879
streed_equivalent,0.001,yacht.csv,6,5,185424,6.65693,100,63.9725
streed_equivalent,0.001,yacht.csv,6,5,185424,6.85674,100,63.9725
streed_equivalent,0.001,yacht.csv,6,5,185424,6.85226,100,63.9725
streed_equivalent,0.005,yacht.csv,6,3,146093,4.94355,100,64.7509
streed_equivalent,0.005,yacht.csv,6,3,146093,4.53161,100,64.7509
streed_equivalent,0.005,yacht.csv,6,3,146093,5.4448,100,64.7509
streed_equivalent,0.01,yacht.csv,6,3,138348,4.59062,100,64.7509
streed_equivalent,0.01,yacht.csv,6,3,138348,3.89711,100,64.7509
streed_equivalent,0.01,yacht.csv,6,3,138348,3.97825,100,64.7509
streed_equivalent,0.1,yacht.csv,6,2,15672,0.847405,100,68.0875
streed_equivalent,0.1,yacht.csv,6,2,15672,0.968386,100,68.0875
streed_equivalent,0.1,yacht.csv,6,2,15672,0.91943,100,68.0875
streed_equivalent,0.0001,yacht.csv,7,16,1299502,49.7482,100,62.6879
streed_equivalent,0.0001,yacht.csv,7,16,1299502,49.6132,100,62.6879
streed_equivalent,0.0001,yacht.csv,7,16,1299502,51.5617,100,62.6879
streed_equivalent,0.001,yacht.csv,7,5,1407511,48.8896,100,63.9725
streed_equivalent,0.001,yacht.csv,7,5,1407511,48.8644,100,63.9725
streed_equivalent,0.001,yacht.csv,7,5,1407511,45.763,100,63.9725
streed_equivalent,0.005,yacht.csv,7,3,659729,23.5286,100,64.7509
streed_equivalent,0.005,yacht.csv,7,3,659729,23.2435,100,64.7509
streed_equivalent,0.005,yacht.csv,7,3,659729,23.2538,100,64.7509
streed_equivalent,0.01,yacht.csv,7,3,631194,20.7518,100,64.7509
streed_equivalent,0.01,yacht.csv,7,3,631194,21.5008,100,64.7509
streed_equivalent,0.01,yacht.csv,7,3,631194,21.8809,100,64.7509
streed_equivalent,0.1,yacht.csv,7,2,416,1.56828,100,68.0875
streed_equivalent,0.1,yacht.csv,7,2,416,1.75058,100,68.0875
streed_equivalent,0.1,yacht.csv,7,2,416,1.91549,100,68.0875
streed_equivalent,0.0001,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.0001,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.0001,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.001,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.001,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.001,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.005,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.005,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.005,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.01,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.01,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.01,yacht.csv,8,-1,-1,101,100,-1
streed_equivalent,0.1,yacht.csv,8,2,0,1.78251,100,68.0875
streed_equivalent,0.1,yacht.csv,8,2,0,1.67339,100,68.0875
streed_equivalent,0.1,yacht.csv,8,2,0,1.67335,100,68.0875
streed_equivalent,0.0001,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.0001,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.0001,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.001,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.001,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.001,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.005,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.005,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.005,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.01,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.01,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.01,yacht.csv,9,-1,-1,101,100,-1
streed_equivalent,0.1,yacht.csv,9,2,0,1.67374,100,68.0875
streed_equivalent,0.1,yacht.csv,9,2,0,1.76056,100,68.0875
streed_equivalent,0.1,yacht.csv,9,2,0,1.78456,100,68.0875
streed_none,0.0001,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.0001,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.0001,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.001,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.001,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.001,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.005,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.005,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.005,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.01,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.01,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.01,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.1,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.1,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.1,airfoil.csv,10,-1,-1,101,100,-1
streed_none,0.0001,airfoil.csv,3,8,34,0.001974,100,37.3133
streed_none,0.0001,airfoil.csv,3,8,34,0.001875,100,37.3133
streed_none,0.0001,airfoil.csv,3,8,34,0.001969,100,37.3133
streed_none,0.001,airfoil.csv,3,8,34,0.001966,100,37.3133
streed_none,0.001,airfoil.csv,3,8,34,0.00205,100,37.3133
streed_none,0.001,airfoil.csv,3,8,34,0.002004,100,37.3133
streed_none,0.005,airfoil.csv,3,7,34,0.001957,100,37.5152
streed_none,0.005,airfoil.csv,3,7,34,0.001946,100,37.5152
streed_none,0.005,airfoil.csv,3,7,34,0.002012,100,37.5152
streed_none,0.01,airfoil.csv,3,7,34,0.001873,100,37.5152
streed_none,0.01,airfoil.csv,3,7,34,0.001833,100,37.5152
streed_none,0.01,airfoil.csv,3,7,34,0.00195,100,37.5152
streed_none,0.1,airfoil.csv,3,1,34,0.001887,100,47.5598
streed_none,0.1,airfoil.csv,3,1,34,0.00188,100,47.5598
streed_none,0.1,airfoil.csv,3,1,34,0.001902,100,47.5598
streed_none,0.0001,airfoil.csv,4,16,488,0.015387,100,33.8628
streed_none,0.0001,airfoil.csv,4,16,488,0.016245,100,33.8628
streed_none,0.0001,airfoil.csv,4,16,488,0.016571,100,33.8628
streed_none,0.001,airfoil.csv,4,14,488,0.015242,100,33.9022
streed_none,0.001,airfoil.csv,4,14,488,0.015738,100,33.9022
streed_none,0.001,airfoil.csv,4,14,488,0.01595,100,33.9022
streed_none,0.005,airfoil.csv,4,11,488,0.016021,100,34.4367
streed_none,0.005,airfoil.csv,4,11,488,0.015793,100,34.4367
streed_none,0.005,airfoil.csv,4,11,488,0.015849,100,34.4367
streed_none,0.01,airfoil.csv,4,11,488,0.016266,100,34.4367
streed_none,0.01,airfoil.csv,4,11,488,0.01524,100,34.4367
streed_none,0.01,airfoil.csv,4,11,488,0.015844,100,34.4367
streed_none,0.1,airfoil.csv,4,1,488,0.015726,100,47.5598
streed_none,0.1,airfoil.csv,4,1,488,0.016341,100,47.5598
streed_none,0.1,airfoil.csv,4,1,488,0.015831,100,47.5598
streed_none,0.0001,airfoil.csv,5,31,4003,0.111698,100,28.6272
streed_none,0.0001,airfoil.csv,5,31,4003,0.113225,100,28.6272
streed_none,0.0001,airfoil.csv,5,31,4003,0.114185,100,28.6272
streed_none,0.001,airfoil.csv,5,25,4003,0.114827,100,28.7133
streed_none,0.001,airfoil.csv,5,25,4003,0.112486,100,28.7133
streed_none,0.001,airfoil.csv,5,25,4003,0.130778,100,28.7133
streed_none,0.005,airfoil.csv,5,18,4003,0.113021,100,29.5039
streed_none,0.005,airfoil.csv,5,18,4003,0.126611,100,29.5039
streed_none,0.005,airfoil.csv,5,18,4003,0.107577,100,29.5039
streed_none,0.01,airfoil.csv,5,13,4003,0.109752,100,31.171
streed_none,0.01,airfoil.csv,5,13,4003,0.107601,100,31.171
streed_none,0.01,airfoil.csv,5,13,4003,0.107105,100,31.171
streed_none,0.1,airfoil.csv,5,1,4003,0.105965,100,47.5598
streed_none,0.1,airfoil.csv,5,1,4003,0.111335,100,47.5598
streed_none,0.1,airfoil.csv,5,1,4003,0.111142,100,47.5598
streed_none,0.0001,airfoil.csv,6,48,21488,0.657493,100,25.933
streed_none,0.0001,airfoil.csv,6,48,21488,0.577145,100,25.933
streed_none,0.0001,airfoil.csv,6,48,21488,0.596685,100,25.933
streed_none,0.001,airfoil.csv,6,33,21486,0.587709,100,26.1631
streed_none,0.001,airfoil.csv,6,33,21486,0.586237,100,26.1631
streed_none,0.001,airfoil.csv,6,33,21486,0.577193,100,26.1631
streed_none,0.005,airfoil.csv,6,24,21486,0.573239,100,27.0915
streed_none,0.005,airfoil.csv,6,24,21486,0.605413,100,27.0915
streed_none,0.005,airfoil.csv,6,24,21486,0.634199,100,27.0915
streed_none,0.01,airfoil.csv,6,14,21486,0.556505,100,30.4498
streed_none,0.01,airfoil.csv,6,14,21486,0.571148,100,30.4498
streed_none,0.01,airfoil.csv,6,14,21486,0.574875,100,30.4498
streed_none,0.1,airfoil.csv,6,1,21477,0.566049,100,47.5598
streed_none,0.1,airfoil.csv,6,1,21477,0.556441,100,47.5598
streed_none,0.1,airfoil.csv,6,1,21477,0.603456,100,47.5598
streed_none,0.0001,airfoil.csv,7,64,81189,2.24472,100,24.6455
streed_none,0.0001,airfoil.csv,7,64,81189,2.12397,100,24.6455
streed_none,0.0001,airfoil.csv,7,64,81189,2.11809,100,24.6455
streed_none,0.001,airfoil.csv,7,41,81171,2.22531,100,25.0027
